.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,Target_Resp.rt,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,participant,session,run,date,expName,frameRate,
,,,8.191194199956954,Green,8.192150800023228,0.7486747000366449,2.5,8.94113209983334,2.5013318001292646,1,0.2503279000520706,11.442718499805778,0.2633333333333333,1,1,11.99280310003087,0.9652452999725938,4.0,,,,,,,
