.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Target_Resp.rt,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,8.0,8.394111400004476,Green,8.394949999987148,0.7488262999104336,2.5,9.14626019995194,2.4979226000141352,0,11.644265199895017,0.2633333333333333,-1,0,12.170542599982582,0.9733943999744952,4.0,13.144190899911337,4.000038800062612,17.14427569997497,17.127625499968417,8.749346799915656,,,999,2,1,2025-02-18_08h55.59.041,MID1.0,60.06081757151205,
1,3,14.0,17.14430749998428,Green,17.14468239992857,0.7492394000291824,1.5,17.894134699949063,1.5004973999457434,1,19.394726599915884,0.36333333333333334,1,1,19.937378000002354,0.9736826999578625,2.0,20.91129399999045,1.9997987999813631,22.91111819993239,22.877625499968417,5.766473000054248,0.34988800005521625,,999,2,1,2025-02-18_08h55.59.041,MID1.0,60.06081757151205,
2,3,11.0,22.911163399927318,Blue,22.91153309994843,0.7490462999558076,3.0,23.660794699913822,3.000281300046481,1,26.661138299969025,0.31333333333333335,1,1,27.192131099989638,0.985572199919261,3.5,28.17809999990277,3.499957100022584,31.678125599981286,31.627625499968417,8.76661549997516,0.29998709994833916,,999,2,1,2025-02-18_08h55.59.041,MID1.0,60.06081757151205,
3,3,11.0,31.67815629998222,Blue,31.678573299897835,0.7487698000622913,2.0,32.427593200001866,2.000074499985203,1,34.42776829993818,0.31333333333333335,1,1,34.93437139992602,0.993396700010635,7.5,35.92800999991596,7.500023200060241,43.428090999950655,43.37762549996842,11.749537100084126,0.3003024000208825,,999,2,1,2025-02-18_08h55.59.041,MID1.0,60.06081757151205,
4,3,8.0,43.42811909993179,Green,43.42849189997651,0.7490108999190852,2.0,44.177725399960764,2.0002509000478312,0,46.178037100005895,0.2633333333333333,-1,1,46.70330809999723,0.991373399971053,7.5,47.694956599967554,7.499715699930675,55.19469729997218,55.12762549996842,11.76622479991056,,,999,2,1,2025-02-18_08h55.59.041,MID1.0,60.06081757151205,
5,3,11.0,55.19472589995712,Blue,55.195064199971966,0.7491340999258682,3.0,55.9444459999213,3.0002550000790507,1,58.944812099915,0.31333333333333335,1,1,59.475376899936236,0.9861645000055432,3.5,60.46181089989841,3.499685100046918,63.9615335999988,63.87762549996842,8.76648839993868,0.3001007999991998,,999,2,1,2025-02-18_08h55.59.041,MID1.0,60.06081757151205,
6,2,11.0,63.961560799973086,Blue,63.9619278999744,0.7490915999514982,1.5,64.71124609990511,1.500190900056623,1,66.21149889996741,0.31333333333333335,1,1,66.7415659999242,0.9870197999989614,2.0,67.72888799989596,1.9995527000864968,69.72846849996131,69.62762549996842,5.7665597999002784,0.30042450001928955,,999,2,1,2025-02-18_08h55.59.041,MID1.0,60.06081757151205,
7,2,9.0,69.72850049997214,Blue,69.72896039998159,0.7488941999617964,1.5,70.47806889994536,1.5005202000029385,0,71.97868189995643,0.28,-1,1,72.50472789991181,0.9902976000448689,7.0,73.49530419998337,7.000033800024539,80.49540879996493,80.37762549996842,10.766468799905851,,,999,2,1,2025-02-18_08h55.59.041,MID1.0,60.06081757151205,
8,2,11.0,80.49544029997196,Blue,80.49585989990737,0.7488069999963045,1.5,81.24488719995134,1.5004844999639317,1,82.74545459996443,0.31333333333333335,1,1,83.27133749995846,0.9904583999887109,3.0,84.26204389997292,2.9997416000114754,87.26183069997933,87.12762549996842,6.76599049998913,0.3000436000293121,,999,2,1,2025-02-18_08h55.59.041,MID1.0,60.06081757151205,
9,2,11.0,87.26185979996808,Blue,87.26219549996313,0.7497909000376239,1.5,88.01221309998073,1.4996159999864176,0,89.51187519996893,0.31333333333333335,-1,1,90.04445089993533,0.9843351000454277,3.0,91.02906719991006,2.999472300056368,94.02856449992396,93.87762549996842,6.766388299991377,,,999,2,1,2025-02-18_08h55.59.041,MID1.0,60.06081757151205,
