TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,1,1,1,3,2.550000e+00,1.0,0.0,1.3400102e-05,9.4339075,13.43489,13.440152,2.0,14.466108,1.0259566,14.56654,3.9240434,18.493341,1.0,18.493484,19.500572,6.06042,19.500687,22.502228,--
2,2,4,2,1,1,8.500000e-01,1.0,1.0,--,--,--,22.711117,0.0,25.188385,2.4772677,25.304266,0.7727322,26.08055,999.0,26.080696,27.085789,4.374671,27.085888,28.087238,--
3,3,3,1,3,4,2.550000e+00,1.0,2.0,--,--,--,28.091585,2.0,28.633202,0.5416167,28.733547,4.4083834,33.144333,6.0,33.144444,34.15509,6.0635047,34.15518,38.156673,--
4,4,2,1,2,3,8.500000e-01,1.0,3.0,--,--,--,38.158226,3.0,38.482906,0.324679,38.58317,2.925321,41.51121,5.0,41.511322,42.517735,4.3595076,42.517845,45.51895,--
5,5,6,2,3,4,2.550000e+00,1.0,4.0,--,--,--,45.715267,3.0,45.949688,0.2344213,46.050026,4.7155786,50.768333,3.0,50.76844,51.7739,6.05863,51.77413,55.775555,--
6,6,6,2,3,4,1.700000e+00,1.0,5.0,--,--,--,55.993877,3.0,56.33283,0.338952,56.433163,3.761048,60.196224,4.0,60.196354,61.202778,5.2088995,61.202877,65.20389,--
7,7,5,2,2,3,2.550000e+00,1.0,6.0,--,--,--,65.38793,2.0,65.9495,0.5615765,66.04981,4.3884234,70.44085,5.0,70.44096,71.44602,6.058095,71.446144,74.44662,--
8,8,6,2,3,2,8.500000e-01,1.0,7.0,--,--,--,74.76431,3.0,75.715996,0.9516762,75.81636,2.2983239,78.11708,3.0,78.11721,79.13059,4.366279,79.1307,81.13336,--
9,9,3,1,3,4,2.550000e+00,1.0,8.0,--,--,--,81.13647,2.0,81.98255,0.8460827,82.08289,4.103917,86.18859,7.0,86.188736,87.194855,6.0583897,87.19496,91.19729,--
10,10,3,1,3,3,8.500000e-01,1.0,9.0,--,--,--,91.199165,2.0,91.61577,0.4166066,91.71615,2.8333933,94.55146,7.0,94.55156,95.55544,4.3562794,95.555534,98.55754,--
11,11,1,1,1,1,2.550000e+00,1.0,10.0,--,--,--,98.559135,3.0,98.98252,0.423381,99.082886,4.526619,103.61165,9.0,103.61177,104.61782,6.058681,104.61792,105.61947,--
12,12,5,2,2,4,2.550000e+00,1.0,11.0,--,--,--,105.815674,2.0,106.14931,0.333635,106.24959,4.616365,110.868095,5.0,110.86821,111.87254,6.05687,111.87265,115.87403,--
13,13,4,2,1,1,2.550000e+00,1.0,12.0,--,--,--,116.05284,3.0,116.38284,0.3300047,116.48335,4.619995,121.10405,7.0,121.10423,122.11615,6.0633125,122.11625,123.11755,--
14,14,2,1,2,1,2.550000e+00,1.0,13.0,--,--,--,123.12057,2.0,123.765816,0.645249,123.86637,4.304751,128.17358,5.0,128.17369,129.1783,6.057726,129.17839,130.18007,--
15,15,3,1,3,1,2.550000e+00,1.0,14.0,--,--,--,130.18193,2.0,131.63242,1.4504917,131.7328,3.4995084,135.2341,6.0,135.23422,136.23851,6.056585,136.23862,137.23996,--
