11.1569	0.2633	1.0
18.924	0.1633	1.0
31.1904	0.2133	1.0
38.457	0.2633	1.0
49.7075	0.2633	1.0
56.4738	0.2133	1.0
63.2406	0.2133	1.0
70.9909	0.2467	1.0
81.7578	0.2467	1.0
93.0245	0.2133	1.0
105.291	0.23	1.0
111.541	0.23	1.0
119.308	0.2133	1.0
126.575	0.23	1.0
132.341	0.23	1.0
138.091	0.2133	1.0
143.842	0.2133	1.0
152.608	0.1967	1.0
158.358	0.2133	1.0
165.108	0.2133	1.0
172.876	0.23	1.0
178.642	0.2467	1.0
185.409	0.2467	1.0
192.159	0.23	1.0
203.909	0.23	1.0
212.159	0.2133	1.0
221.927	0.2133	1.0
231.192	0.23	1.0
238.459	0.2467	1.0
245.709	0.2467	1.0
251.959	0.23	1.0
259.226	0.23	1.0
265.976	0.2467	1.0
273.743	0.2467	1.0
280.51	0.23	1.0
292.777	0.2467	1.0
300.043	0.2467	1.0
305.81	0.2633	1.0
314.577	0.2633	1.0
320.827	0.2467	1.0
329.077	0.2467	1.0
337.344	0.23	1.0
346.111	0.23	1.0
357.877	0.2133	1.0
364.144	0.23	1.0
369.911	0.23	1.0
377.177	0.2467	1.0
384.927	0.2467	1.0
391.177	0.23	1.0
397.444	0.23	1.0
405.195	0.2467	1.0
415.961	0.2467	1.0
423.711	0.23	1.0
429.961	0.23	1.0
440.728	0.2133	1.0
446.478	0.23	1.0
