.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Target_Resp.rt,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,10.0,8.196697999956086,Blue,8.198279599891976,0.7489304000046104,1.5,8.94820320000872,1.4982034999411553,0,10.44652169989422,0.29666666666666663,-1,0,11.008999600075185,0.954200399806723,2.0,11.963737800018862,1.9994274000637233,13.963217800017446,13.930054299999028,5.765001799911261,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
1,6,15,13.963276199996471,Green,13.964067599968985,0.7495442999061197,1.5,14.71389800007455,1.498958099866286,0,16.212909599998966,0.38,-1,0,16.734643300063908,0.978619699832052,2.0,17.71400359994732,1.999312900006771,19.7133831998799,19.68005429999903,5.7493928000330925,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
2,6,15,19.71345979999751,Blue,19.714554500067607,0.7487005998846143,1.5,20.463917599990964,1.499513499904424,0,21.963557800045237,0.38,-1,0,22.4782110999804,0.9853205000981688,2.0,23.46490600006655,1.9982697998639196,25.46325400006026,25.43005429999903,5.74879420013167,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
3,6,15,25.463354999898,Blue,25.46412819996476,0.7501304000616074,2.0,26.215359899913892,1.9977180999703705,0,28.213192200055346,0.38,-1,0,28.725846000015736,0.9878499999176711,5.5,29.714745099889114,5.49858760018833,35.213393199956045,35.18005429999903,9.749314700020477,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
4,6,15,35.21346229990013,Green,35.21430719993077,0.7495542999822646,1.5,35.96443900000304,1.4991097000893205,0,37.46379110007547,0.38,-1,0,37.99326099990867,0.9867418999783695,5.0,38.98082869988866,4.999362000031397,43.980291299987584,43.93005429999903,8.766047799959779,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
5,6,15,43.98040180001408,Green,43.9818871000316,0.7484023999422789,1.5,44.73125640000217,1.4986797999590635,0,46.230068899923936,0.38,-1,0,46.760036800056696,0.9875990999862552,7.0,47.74840510007925,6.998668799875304,54.747203700011596,54.68005429999903,10.765392000088468,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
6,3,15,54.7472874999512,Blue,54.748253100086,0.7489628999028355,1.5,55.497919799992815,1.4986799000762403,1,56.99673889996484,0.38,1,0,57.54202240006998,0.9726529999170452,3.0,58.51530750002712,2.9978580998722464,61.51325619989075,61.43005429999903,6.7650623000226915,0.36769600003026426,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
7,3,12,61.51335270004347,Green,61.51490020006895,0.7484537998680025,3.0,62.26416129991412,2.9992534001357853,1,65.2636182999704,0.33,1,1,65.80412129987963,0.9756283001042902,6.5,66.78109239996411,6.498677999945357,73.2798349999357,73.18005429999903,11.765010999981314,0.32132559991441667,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
8,3,12,73.2799068999011,Blue,73.28092500008643,0.7489810998085886,2.0,74.03057299996726,1.9990004999563098,1,76.02970590000041,0.33,1,1,76.55958590004593,0.9708108999766409,2.5,77.53118679998443,2.4983481001108885,80.02959539997391,79.93005429999903,6.748725799843669,0.3176963001023978,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
9,3,9,80.02966200001538,Green,80.03050530003384,0.7492267999332398,3.0,80.78055540006608,2.999513299902901,1,83.78036409989,0.28,1,2,84.31158039998263,0.9847456000279635,8.5,85.29718429991044,8.499052100116387,93.79631619993597,93.68005429999903,13.765870100120082,0.2672341000288725,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
10,3,9,93.79640730004758,Blue,93.79790010000579,0.7491017999127507,3.0,94.54782669991255,2.998587500071153,1,97.5465480000712,0.28,1,2,98.0774606000632,0.9851481998339295,3.5,99.06332629988901,3.4994049000088125,102.56285999994725,102.43005429999903,8.765043900115415,0.2675431000534445,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
11,3,6,102.56293880008161,Green,102.56405119993724,0.7488049000967294,1.5,103.31339849997312,1.4992392000276595,0,104.81274749990553,0.23,-1,2,105.33677860000171,0.9760886998847127,2.0,106.31368230003864,1.9991969999391586,108.31295649986714,108.18005429999903,5.748968999832869,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
12,3,9,108.31304170005023,Blue,108.31429019989446,0.7484208000823855,3.0,109.06344090006314,2.999424499925226,0,112.06299869995564,0.28,-1,2,112.59410139988177,0.9856162001378834,3.5,113.58057189988904,3.4991541001945734,117.07996169989929,116.93005429999903,8.76574039994739,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
13,3,12,117.0800735000521,Green,117.08124769991264,0.7481382000260055,1.5,117.82985079986975,1.4997877001296729,1,119.32985199987888,0.33,1,3,119.87038560002111,0.9602928999811411,2.0,120.83139539998956,1.997759300051257,122.82921739993617,122.68005429999903,5.748037000186741,0.31645230017602444,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
14,2,12,122.82929189992137,Green,122.83020780002698,0.7491434998810291,1.5,123.58002180000767,1.49945620005019,1,125.0797639999073,0.33,1,4,125.61635289993137,0.9793783000204712,2.0,126.59614669997245,1.9996531000360847,128.59585809987038,128.43005429999903,5.765706199919805,0.3171818000264466,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
15,2,10,128.59592729993165,Green,128.59700289997272,0.749203700106591,1.5,129.34697469999082,1.4990918999537826,1,130.8462189999409,0.29666666666666663,1,5,131.3587110999506,0.9879386001266539,2.0,132.347569799982,1.9987391999457031,134.34645020007156,134.18005429999903,5.749517399817705,0.28845049999654293,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
16,2,10,134.3465448000934,Green,134.34780730004422,0.7481889999471605,2.5,135.0964096998796,2.499452300136909,1,137.59597819996998,0.29666666666666663,1,6,138.12489859992638,0.9881303999572992,4.0,139.11385890003294,3.9994055000133812,143.11341019999236,142.93005429999903,8.765679800184444,0.28321479982696474,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
17,2,8,143.11351879988797,Green,143.11513120005839,0.7478487000335008,2.5,143.8639203000348,2.4988124000374228,1,146.36314209992997,0.2633333333333333,1,7,146.8926375999581,0.9870521000120789,3.0,147.88055030000396,2.9987284999806434,150.87933739996515,150.68005429999903,7.764278700109571,0.2503458000719547,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
18,2,8,150.87940549990162,Blue,150.8802608998958,0.7497150001581758,1.5,151.63120190007612,1.4979148998390883,0,153.1292546999175,0.2633333333333333,-1,7,153.67800100008026,0.9683125999290496,2.0,154.64750609989278,1.9985287999734282,156.6462391000241,156.43005429999903,5.766172399977222,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
19,2,10,156.64647160004824,Green,156.64735149987973,0.7491741999983788,2.0,157.39711740007624,1.999032799853012,1,159.39627930009738,0.29666666666666663,1,8,159.95809470000677,0.9546012999489903,5.5,160.91368969995528,5.4992148000746965,166.4130553000141,166.18005429999903,9.765762399882078,0.2838639998808503,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
20,2,10,166.41315010003746,Green,166.41429920005612,0.7487162998877466,2.0,167.16403810004704,1.999606299912557,0,169.163802199997,0.29666666666666663,-1,8,169.72076479997486,0.9592647000681609,3.5,170.68099780008197,3.497965899994597,174.17901389999315,173.93005429999903,7.76477269991301,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
21,2,12,174.17911010002717,Green,174.1798332000617,0.7499219998717308,1.5,174.93090289994143,1.4983405000530183,0,176.42965609999374,0.33,-1,8,176.97206240007654,0.9739049999043345,2.0,177.94670960004441,1.9989586998708546,179.9456950998865,179.68005429999903,5.765897899866104,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
22,2,14,179.9457243999932,Green,179.94620570004918,0.7495738998986781,1.5,180.6963426999282,1.4995689999777824,0,182.19600989995524,0.36333333333333334,-1,8,182.72139089996926,0.9908851000946015,7.0,183.7126128000673,6.999842999968678,190.71273979987018,190.43005429999903,10.766573500121012,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
23,2,15,190.7128218000289,Blue,190.7136311000213,0.7494349000044167,2.0,191.463931000093,1.9984262997750193,1,193.4624789999798,0.38,1,8,194.00820449995808,0.9711297999601811,3.5,194.9804575999733,3.499014599947259,198.4795737999957,198.18005429999903,7.766002200078219,0.36723330011591315,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
24,2,15,198.47968630003743,Blue,198.48094519996084,0.7491260000970215,2.0,199.2306508999318,1.9987073000520468,0,201.2296035999898,0.38,-1,8,201.7654929999262,0.9799922001548111,3.5,202.74604790005833,3.499414299847558,206.24551849998534,205.93005429999903,7.7646363999228925,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
25,2,15,206.24555470002815,Green,206.24637329997495,0.7495313000399619,1.5,206.99673469993286,1.499316900037229,1,208.4962760999333,0.38,1,9,209.0635534999892,0.9488937999121845,3.0,210.01317839999683,2.9992416000459343,213.01251160004176,212.68005429999903,6.766197299817577,0.3673950999509543,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
26,1,15,213.01261299988255,Blue,213.01375299994834,0.7485134000889957,2.0,213.76302980002947,1.998981700045988,1,215.76215490000322,0.38,1,9,216.29411499993876,0.9676630001049489,7.5,217.26209499989636,7.499992900062352,224.762253300054,224.43005429999903,11.748575400095433,0.37279170006513596,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
27,1,14,224.76235869992524,Blue,224.7637229000684,0.7491003999020904,2.5,225.51364669995382,2.498116800095886,0,228.01182199991308,0.36333333333333334,-1,9,228.53221339988522,0.9798125000670552,8.0,229.51270850002766,7.999514800030738,237.512462799903,237.18005429999903,12.749340899987146,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
28,1,15,237.51316799991764,Green,237.51516889990307,0.7469678001943976,1.5,238.26291189994663,1.5027258000336587,1,239.76575640006922,0.38,1,10,240.32437160005793,0.9549132999964058,3.0,241.28002769988962,2.998609600123018,244.2787039000541,243.93005429999903,6.76370960008353,0.3862855997867882,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
29,1,15,244.27877969993278,Blue,244.27966509992257,0.7491803001612425,2.0,245.02981809992343,1.999401899985969,0,247.02967990003526,0.38,-1,10,247.58575369999744,0.9599007000215352,7.5,248.54652410000563,7.498679700074717,256.0452542998828,255.68005429999903,11.765637600095943,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
30,1,15,256.0453123000916,Blue,256.0460053998977,0.7494495999999344,2.0,256.7962022998836,1.9996534001547843,1,258.79600399988703,0.38,1,10,259.354372800095,0.9574206999968737,2.5,260.31219509989023,2.5002226000651717,262.8125505000353,262.43005429999903,6.766593199921772,0.36807590001262724,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
31,1,15,262.81262560002506,Blue,262.8134796998929,0.7490511001087725,1.5,263.56304759997874,1.4991359000559896,0,265.0623601998668,0.38,-1,10,265.5979750000406,0.9801637998316437,7.0,266.57852179999463,7.000369499903172,273.57906330004334,273.18005429999903,10.765644499799237,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
32,1,15,273.57916259998456,Blue,273.5807491999585,0.7480496999341995,2.0,274.329557799967,1.9991598001215607,1,276.3288751998916,0.38,1,10,276.89071700000204,0.954260699916631,2.5,277.84529859991744,2.4999406000133604,280.3454279000871,279.93005429999903,6.764752899995074,0.36684649996459484,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
33,1,15,280.345543500036,Green,280.3468188000843,0.7479405999183655,2.5,281.0952033000067,2.50012920005247,0,283.59558600001037,0.38,-1,10,284.13088839990087,0.9814116000197828,4.0,285.113174200058,3.998717699898407,289.11197369988076,288.68005429999903,8.765232800040394,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
34,1,15,289.1120684999041,Blue,289.1132825999521,0.7486459000501782,1.5,289.8627603999339,1.499167599948123,1,291.36213809996843,0.38,1,10,291.9222343999427,0.9562379999551922,3.0,292.87963079987094,2.9994920000899583,295.87921479996294,295.43005429999903,6.765997000038624,0.3673340000677854,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
35,1,15,295.8793164000381,Green,295.88080869987607,0.7482534002047032,2.5,296.630068999948,2.4990084001328796,1,299.12932779989205,0.38,1,11,299.6659450000152,0.979358599986881,6.0,300.6467138999142,5.998803900089115,306.6456496999599,306.18005429999903,10.764918699860573,0.36713989987038076,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
36,1,14,306.6457493000198,Blue,306.64708040002733,0.7488287000451237,2.0,307.39676879998296,1.998935699928552,1,309.39615030004643,0.36333333333333334,1,11,309.9246771999169,0.9709561001509428,2.5,310.8967160000466,2.4983623998705298,313.39510699990205,312.93005429999903,6.748084200080484,0.3501586001366377,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
37,1,14,313.39513910003006,Blue,313.3955701999366,0.7500259000808001,1.5,314.1466999000404,1.4982433998957276,0,315.64503440004773,0.36333333333333334,-1,11,316.1618800999131,0.9827753000427037,2.0,317.14498639991507,2.000383900012821,319.1455365999136,318.68005429999903,5.750005800044164,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
38,1,15,319.14563659997657,Green,319.1467724998947,0.7491201001685113,1.5,319.89693260006607,1.4982900000177324,0,321.3953718999401,0.38,-1,11,321.92253559990786,0.9886765000410378,2.0,322.91151569993235,1.9996389001607895,324.9112036000006,324.43005429999903,5.7644885999616235,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
39,1,15,324.91124409995973,Green,324.91171779995784,0.7499470000620931,1.5,325.6624467000365,1.499741300009191,0,327.16242849989794,0.38,-1,11,327.68914070003666,0.9895062998402864,2.0,328.67987810005434,1.9989137998782098,330.67889570002444,330.18005429999903,5.767225200077519,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
40,1,15,330.6790118999779,Blue,330.6805141000077,0.7481960000004619,1.5,331.4299935998861,1.4988961000926793,0,332.92900120001286,0.38,-1,11,333.4518224000931,0.9937741998583078,5.0,334.44665739987977,4.998865100089461,339.4455905999057,338.93005429999903,8.76515130000189,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
41,1,15,339.4456682000309,Green,339.4465870000422,0.7486288999207318,3.0,340.19661709992215,2.998844400048256,1,343.1956668999046,0.38,1,12,343.73760069999844,0.9571531999390572,4.5,344.6954381999094,4.500004900153726,349.1956027999986,348.68005429999903,9.749075799947605,0.3686043999623507,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
42,1,15,349.1957455999218,Blue,349.1969234000426,0.7476635999046266,2.0,349.9450834998861,1.9993800001684576,1,351.9445197999012,0.38,1,12,352.4704493000172,0.9748583000618964,5.5,353.44661089987494,5.498572300188243,358.94524969998747,358.43005429999903,9.74838939984329,0.3680451000109315,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
43,1,14,358.9453509999439,Blue,358.9463156000711,0.7493780998047441,2.5,359.6962383999489,2.498644399922341,1,362.19520629988983,0.36333333333333334,1,12,362.7227694999892,0.9885183000005782,3.0,363.71180799999274,2.999577600043267,366.7114238999784,366.18005429999903,7.76515270001255,0.3497512999456376,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
44,1,14,366.7114615000319,Blue,366.711882899981,0.7498391000553966,2.0,367.46258229995146,1.99955500010401,0,369.46229290007614,0.36333333333333334,-1,12,370.0014863999095,0.9767303999979049,2.5,370.9792754999362,2.4995178999379277,373.4790286999196,372.93005429999903,6.767194800078869,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
45,1,15,373.47915269993246,Blue,373.4804171998985,0.7479048001114279,2.5,374.22901490004733,2.499488999834284,1,376.7287049998995,0.38,1,12,377.27204509987496,0.972717400174588,3.0,378.24534050002694,2.9997783000580966,381.24522150005214,380.68005429999903,7.764881599927321,0.36732010007835925,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
46,1,15,381.2453373998869,Blue,381.2467102999799,0.7485372999217361,3.0,381.99652149993926,2.9982249999884516,1,384.99495940003544,0.38,1,12,385.5381825999357,0.9736182999331504,3.5,386.5130100999959,3.4981460000853986,390.0112045998685,389.43005429999903,8.76456360006705,0.367654699832201,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
47,1,14,390.01125909993425,Blue,390.01195039995946,0.7497120001353323,3.0,390.7628850999754,2.9997384001035243,0,393.7629128000699,0.36333333333333334,-1,12,394.29915519990027,0.9790001001674682,3.5,395.2792646000162,3.4987490999046713,398.7780808999669,398.18005429999903,8.766179699916393,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
48,1,15,398.778157700086,Green,398.77906029997393,0.74950490007177,1.5,399.52984090009704,1.4983365999069065,0,401.02839430002496,0.38,-1,12,401.55556160002016,0.9888198999688029,3.0,402.5453897998668,2.999593600165099,405.545094500063,404.93005429999903,6.766087500145659,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
49,1,15,405.5451630000025,Green,405.5460568999406,0.7483620999846607,1.5,406.2950071999803,1.499593999935314,0,407.7947444000747,0.38,-1,12,408.3073168999981,0.9867962000425905,3.0,409.29454939998686,3.000618499936536,412.2953365999274,411.68005429999903,6.749341299990192,,,777,2,2,2025-02-13_18h59.32.864,MID1.0,60.1452025473456,
