feat,sub,ses,task,run,echo,confounds,space,roi,plot_group,condition,safe_end_s,safe_mean,safe_peak,safe_tpeak,safe_auc_signed,safe_auc_pos,safe_auc_neg_abs,canon_mean,canon_peak,canon_tpeak,canon_auc_signed,value_at_6s
/home/tug87422/scratch/smithlab-shared/night-owls/derivatives/fsl/sub-101/ses-01/L1_sub-101_ses-01_task-mid_model-1_type-act_run-1_space-mni_multi-echo_cnfds-fmriprep_unsmoothed_FIR.feat,101,1,mid,1,multi-echo,fmriprep,mni,NAcc,mid_anticipation_primary,Reward,5.0,-22.824930723742547,0.1121499165892601,4.845,-114.12465361871274,0.09925267618149519,114.22390629489423,-4.7338402317797375,0.1121499165892601,4.845,-18.93536092711895,-4.9997112436375755
/home/tug87422/scratch/smithlab-shared/night-owls/derivatives/fsl/sub-101/ses-01/L1_sub-101_ses-01_task-mid_model-1_type-act_run-1_space-mni_multi-echo_cnfds-fmriprep_unsmoothed_FIR.feat,101,1,mid,1,multi-echo,fmriprep,mni,NAcc,mid_anticipation_primary,Neutral,5.0,-16.571779265204448,-8.916692733764648,4.845,-82.85889632602225,0.0,82.85889632602225,-14.34784582157253,-8.389170431131173,8.0,-57.39138328629012,-18.765904134272052
/home/tug87422/scratch/smithlab-shared/night-owls/derivatives/fsl/sub-101/ses-01/L1_sub-101_ses-01_task-mid_model-1_type-act_run-1_space-mni_multi-echo_cnfds-fmriprep_unsmoothed_FIR.feat,101,1,mid,1,multi-echo,fmriprep,mni,NAcc,mid_feedback_extra,Negative,6.0,-14.559443830562577,7.874260425567627,3.23,-87.35666298337546,6.358465293645858,93.71512827702132,-16.41378051366949,18.106658935546875,6.46,-65.65512205467796,-30.386086862522752
/home/tug87422/scratch/smithlab-shared/night-owls/derivatives/fsl/sub-101/ses-01/L1_sub-101_ses-01_task-mid_model-1_type-act_run-1_space-mni_multi-echo_cnfds-fmriprep_unsmoothed_FIR.feat,101,1,mid,1,multi-echo,fmriprep,mni,NAcc,mid_feedback_extra,Positive,6.0,-4.401940205953458,13.290200233459473,0.0,-26.411641235720744,6.845159967768558,33.2568012034893,5.6976322096286065,21.788644790649418,6.46,22.790528838514426,6.734358784768605
/home/tug87422/scratch/smithlab-shared/night-owls/derivatives/fsl/sub-101/ses-01/L1_sub-101_ses-01_task-mid_model-1_type-act_run-1_space-mni_multi-echo_cnfds-tedana_unsmoothed_FIR.feat,101,1,mid,1,multi-echo,tedana,mni,NAcc,mid_anticipation_primary,Reward,5.0,-24.117366947632824,-1.1200741529464722,4.845,-120.58683473816413,0.0,120.58683473816413,-5.28832087858035,-1.1200741529464722,4.845,-21.1532835143214,-5.535640419821252
/home/tug87422/scratch/smithlab-shared/night-owls/derivatives/fsl/sub-101/ses-01/L1_sub-101_ses-01_task-mid_model-1_type-act_run-1_space-mni_multi-echo_cnfds-tedana_unsmoothed_FIR.feat,101,1,mid,1,multi-echo,tedana,mni,NAcc,mid_anticipation_primary,Neutral,5.0,-22.82958436533984,-17.48578453063965,1.615,-114.1479218266992,0.0,114.1479218266992,-38.09707704644085,-27.942633501885478,4.0,-152.3883081857634,-40.57068521836225
/home/tug87422/scratch/smithlab-shared/night-owls/derivatives/fsl/sub-101/ses-01/L1_sub-101_ses-01_task-mid_model-1_type-act_run-1_space-mni_multi-echo_cnfds-tedana_unsmoothed_FIR.feat,101,1,mid,1,multi-echo,tedana,mni,NAcc,mid_feedback_extra,Negative,6.0,-8.099284988311346,38.4716796875,3.23,-48.59570992986808,36.45885225415229,85.05456218402037,-11.903922171867562,38.48141098022461,6.46,-47.61568868747025,-35.294937606935534
/home/tug87422/scratch/smithlab-shared/night-owls/derivatives/fsl/sub-101/ses-01/L1_sub-101_ses-01_task-mid_model-1_type-act_run-1_space-mni_multi-echo_cnfds-tedana_unsmoothed_FIR.feat,101,1,mid,1,multi-echo,tedana,mni,NAcc,mid_feedback_extra,Positive,6.0,0.9773383878339063,16.229393005371094,0.0,5.864030327003437,28.09842796007915,22.234397633075712,10.628457876272243,33.25832748413086,6.46,42.51383150508897,6.925640187396353
/home/tug87422/scratch/smithlab-shared/night-owls/derivatives/fsl/sub-101/ses-01/L1_sub-101_ses-01_task-mid_model-1_type-act_run-1_space-mni_single-echo_cnfds-fmriprep_unsmoothed_FIR.feat,101,1,mid,1,single-echo,fmriprep,mni,NAcc,mid_anticipation_primary,Reward,5.0,-28.13795825597819,4.625081679400277,5.0,-140.68979127989095,3.772229484459934,144.46202076435088,5.516937109816001,11.856289863586426,6.46,22.067748439264005,9.577963997335996
/home/tug87422/scratch/smithlab-shared/night-owls/derivatives/fsl/sub-101/ses-01/L1_sub-101_ses-01_task-mid_model-1_type-act_run-1_space-mni_single-echo_cnfds-fmriprep_unsmoothed_FIR.feat,101,1,mid,1,single-echo,fmriprep,mni,NAcc,mid_anticipation_primary,Neutral,5.0,-16.937471860599224,12.62160579929411,5.0,-84.68735930299611,11.410896364690352,96.09825566768646,21.25993080381639,49.41265200092329,8.0,85.03972321526555,17.997215182419534
