sub,ses,run,task,echo,cnfds,plot_group,condition,safe_end_s,safe_mean,safe_peak,safe_tpeak,safe_auc_signed,safe_auc_pos,safe_auc_neg_abs,canon_mean,canon_peak,canon_tpeak,canon_auc_signed,value_at_6s
101,1,1,mid,single-echo,fmriprep,mid_feedback_extra,Positive,5.993000000000023,0.01569935828032739,0.0668347209138557,5.699999999999958,0.09408625417400242,0.14641485941591256,0.05232860524191018,0.024800271288084593,0.0668347209138557,5.699999999999958,0.09920108515233714,0.0590543542629051
101,1,1,mid,single-echo,fmriprep,mid_feedback_extra,Negative,5.993000000000023,-0.0259936422322071,0.0746814033085354,1.299999999999974,-0.15577989789761776,0.09828636491885695,0.2540662628164747,-0.09600424828194061,-0.0193234018822224,6.099999999999957,-0.38401699312775767,-0.02340824818060736
101,1,1,mid,single-echo,tedana,mid_anticipation_primary,Reward,5.025999999999982,-0.027799613899311248,0.004235814830553,2.999999999999968,-0.13972085945793783,0.0007908632925189571,0.14051172275045679,-0.003646504762824521,0.0481557005809912,7.499999999999952,-0.014586019051297902,-0.007228941226196771
101,1,1,mid,single-echo,tedana,mid_anticipation_primary,Neutral,5.025999999999982,-0.022312145509264122,0.0142140754520616,1.599999999999973,-0.11214084332956108,0.014554975492417395,0.1266958188219785,0.02104348607176585,0.0725123618020785,7.99999999999995,0.08417394428706236,0.0014179369809214752
101,1,1,mid,single-echo,tedana,mid_feedback_extra,Positive,5.993000000000023,-0.006752149240218237,0.0673747193037419,5.699999999999958,-0.04046563039662805,0.09456913906066272,0.13503476945729082,0.018191020521657005,0.0673747193037419,5.699999999999958,0.07276408208662712,0.05821861361792323
101,1,1,mid,single-echo,tedana,mid_feedback_extra,Negative,5.993000000000023,-0.015668005249536696,0.0589918978489084,1.299999999999974,-0.09389835546047379,0.0667604123797732,0.160658767840247,-0.05150137009942228,0.0253130159094847,6.099999999999957,-0.20600548039768657,0.021830970173616186
101,1,2,mid,multi-echo,fmriprep,mid_anticipation_primary,Reward,5.0245000000000175,-0.08825037817137638,-0.0078151468118451,4.999999999999961,-0.44341402512208217,0.0,0.44341402512208217,-0.05631050736166336,-0.0078151468118451,4.999999999999961,-0.22524202944665064,-0.04929835275395472
101,1,2,mid,multi-echo,fmriprep,mid_anticipation_primary,Neutral,5.0245000000000175,0.07763864758846711,0.1299663509563483,2.699999999999969,0.3900953848082544,0.39070280642848404,0.0006074216202296234,0.06511314937728638,0.1124173360931447,6.899999999999954,0.2604525975091423,0.0627105525928896
101,1,2,mid,multi-echo,fmriprep,mid_feedback_extra,Positive,5.984900000000003,0.022954561859928228,0.055464220097255,1.6999999999999726,0.13738075727548452,0.13738075727548452,0.0,-0.006129726148881916,0.0230758239285775,5.3999999999999595,-0.024518904595527358,0.014035310334192572
101,1,2,mid,multi-echo,fmriprep,mid_feedback_extra,Negative,5.984900000000003,-0.031528022378384764,0.0446790059260875,0.6999999999999762,-0.1886920611323951,0.04318588794351977,0.23187794907591483,-0.08713070682355234,0.0490031748025698,7.99999999999995,-0.34852282729420503,-0.17300836956412022
101,1,2,mid,multi-echo,tedana,mid_anticipation_primary,Reward,5.0245000000000175,-0.0850174350769642,-0.0073074330082607,4.999999999999961,-0.4271701025442081,0.0,0.4271701025442081,-0.06309063139287081,-0.0073074330082607,4.999999999999961,-0.2523625255714801,-0.058621302977154066
101,1,2,mid,multi-echo,tedana,mid_anticipation_primary,Neutral,5.0245000000000175,0.08366559678638626,0.1309186717171533,2.699999999999969,0.4203777910531992,0.4205297074563011,0.00015191640310183112,0.07578972827414923,0.1244465112568495,7.399999999999952,0.30315891309659315,0.07321982891065876
101,1,2,mid,multi-echo,tedana,mid_feedback_extra,Positive,5.984900000000003,0.01245616238940402,0.0489706914714342,1.6999999999999726,0.07454888628434415,0.0810680101060401,0.006519123821695963,-0.008719990567707168,0.0087117259791585,4.899999999999961,-0.034879962270828235,0.0025199413430383294
101,1,2,mid,multi-echo,tedana,mid_feedback_extra,Negative,5.984900000000003,-0.007929434437766756,0.0630322294671638,0.6999999999999762,-0.04745687216659029,0.07453099646823395,0.12198786863482422,-0.05983498603280503,0.0470142496475862,7.99999999999995,-0.23933994413121715,-0.1264765280096221
101,1,2,mid,single-echo,fmriprep,mid_anticipation_primary,Reward,5.0245000000000175,-0.05684577134651871,0.033877440795102,3.999999999999965,-0.28562157813058425,0.028337884698280018,0.3139594628288643,-0.04960465260807331,0.03387744079510179,4.0,-0.19841861043229078,-0.04472899308278062
101,1,2,mid,single-echo,fmriprep,mid_anticipation_primary,Neutral,5.0245000000000175,0.10178876791450427,0.1750661436311779,1.6999999999999726,0.5114376643864285,0.5114376643864285,0.0,0.02566693336713794,0.07136208020535184,4.0,0.10266773346855049,0.008630011456993743
101,1,2,mid,single-echo,fmriprep,mid_feedback_extra,Positive,5.984900000000003,0.016518744078765697,0.0673526708425105,0.0,0.09886303143700487,0.11598076356450214,0.017117732127497273,-0.005559113344833261,0.0325040726606135,4.899999999999961,-0.022236453379332766,0.005720003479241878
101,1,2,mid,single-echo,fmriprep,mid_feedback_extra,Negative,5.984900000000003,-0.033182053595043504,0.0832886535486848,1.0999999999999748,-0.19859127256097597,0.10644683735165973,0.30503810991263575,-0.05574697753676425,0.1435163176440075,7.99999999999995,-0.2229879101470542,-0.08559489055989487
101,1,2,mid,single-echo,tedana,mid_anticipation_primary,Reward,5.0245000000000175,-0.05714178905430418,0.007234423808282,4.099999999999964,-0.28710891910335234,0.0023220836104526203,0.28943100271380495,-0.05699817040575662,0.007234423808282,4.099999999999964,-0.22799268162302364,-0.05313265395778924
101,1,2,mid,single-echo,tedana,mid_anticipation_primary,Neutral,5.0245000000000175,0.10602466138514273,0.1907249777237392,1.6999999999999726,0.5327209111296515,0.5327209111296515,0.0,0.036289719943949736,0.0909051462252942,7.99999999999995,0.14515887977579714,0.012485021915405407
101,1,2,mid,single-echo,tedana,mid_feedback_extra,Positive,5.984900000000003,0.003539221111787803,0.03627969947020135,0.0,0.021181884431938833,0.041792244595561516,0.020610360163622683,-0.006574331573438053,0.0297187670995544,7.99999999999995,-0.026297326293751887,-0.008834519847234592
101,1,2,mid,single-echo,tedana,mid_feedback_extra,Negative,5.984900000000003,-0.00723421018783266,0.0986740997296471,1.0999999999999748,-0.04329602455315971,0.14147843335007063,0.18477445790323035,-0.025646430389312795,0.1393559745052495,7.99999999999995,-0.1025857215572499,-0.040142903050750196
101,1,1,sharedreward,multi-echo,fmriprep,sr_decision_partner_extra,Computer,6.0,-0.016853153431844493,0.06618543616869,0.3999999999999772,-0.10111892059106624,0.07533561709510811,0.17645453768617436,0.008380241073281107,0.0803230478369894,7.699999999999951,0.03352096429312401,0.006934446820792284
101,1,1,sharedreward,multi-echo,fmriprep,sr_decision_partner_extra,Stranger,6.0,0.004314335395057064,0.1309715736894428,0.0999999999999783,0.0258860123703422,0.1306705682574082,0.10478455588706599,-0.04445085502560352,0.004251685318180296,4.0,-0.17780342010241185,-0.021362684816044995
101,1,1,sharedreward,multi-echo,fmriprep,sr_outcome_primary,Reward,5.204000000000008,0.003832086428045745,0.1599363109767584,5.099999999999961,0.019942177771550086,0.2267533366566708,0.20681115888512072,0.041043503506486945,0.1599363109767584,5.099999999999961,0.16417401402594572,0.07295830646469852
101,1,1,sharedreward,multi-echo,fmriprep,sr_outcome_primary,Neutral,5.204000000000008,-0.053418187110130806,0.011778190916601,3.599999999999966,-0.27798824572112113,0.0032957111825747884,0.2812839569036959,0.02842792934151527,0.1906718654186276,6.899999999999954,0.11371171736605966,0.01272815014511788
101,1,1,sharedreward,multi-echo,fmriprep,sr_outcome_primary,Punish,5.204000000000008,0.03160280912040369,0.1165552418171612,2.5999999999999694,0.16446101866258103,0.2028892464430099,0.03842822778042889,-0.045818958749207814,-0.0221252586185738,4.599999999999962,-0.18327583499682898,-0.04082061773865665
101,1,1,sharedreward,multi-echo,fmriprep,sr_decision_by_future_outcome_extra,Reward,6.0,-0.0202031478000847,0.028594701149557977,0.0,-0.12121888680050735,0.04461012770500285,0.16582901450551019,-0.04037474133161953,0.0597066902074654,7.99999999999995,-0.16149896532647612,-0.07799063136885098
101,1,1,sharedreward,multi-echo,fmriprep,sr_decision_by_future_outcome_extra,Neutral,6.0,-0.016692195494513555,0.2543074342904081,0.0,-0.10015317296708062,0.21899199564870075,0.31914516861578135,-0.030127313546104914,0.0743344842008478,6.399999999999956,-0.12050925418441816,0.05982338434920983
101,1,1,sharedreward,multi-echo,fmriprep,sr_decision_by_future_outcome_extra,Punish,6.0,0.012401959979715367,0.101772605486004,0.2999999999999776,0.07441175987829167,0.1311604919732576,0.05674873209496592,0.009800494001998773,0.0369890697279329,5.699999999999958,0.039201976007994604,0.03309080094321809
101,1,1,sharedreward,multi-echo,tedana,sr_decision_partner_extra,Computer,6.0,-0.004043287594907598,0.0627529422741956,0.3999999999999772,-0.024259725569445414,0.0726259536870429,0.09688567925648832,0.025454559512771886,0.0698826975295721,7.99999999999995,0.10181823805108628,0.03037165333243048
101,1,1,sharedreward,multi-echo,tedana,sr_decision_partner_extra,Stranger,6.0,-0.0038016432050786476,0.118099961492959,0.0999999999999783,-0.022809859230471723,0.1091832752206411,0.1319931344511128,-0.06145906904462323,0.0036808735047809474,4.0,-0.24583627617848985,-0.03136904025450988
101,1,1,sharedreward,multi-echo,tedana,sr_outcome_primary,Reward,5.204000000000008,0.015497728190138959,0.1770705143604402,4.999999999999961,0.08065017750148326,0.2369161979253972,0.1562660204239139,0.042723746981565114,0.1770705143604402,4.999999999999961,0.17089498792625832,0.06409859260672017
101,1,1,sharedreward,multi-echo,tedana,sr_outcome_primary,Neutral,5.204000000000008,-0.06284554601923707,0.0112970724174677,4.299999999999963,-0.3270482214841102,0.0028775190548350886,0.3299257405389453,0.04315742072864733,0.1720590537936798,6.899999999999954,0.1726296829145872,0.017762806318904843
101,1,1,sharedreward,multi-echo,tedana,sr_outcome_primary,Punish,5.204000000000008,0.02295377212358072,0.071189513461186,2.2999999999999705,0.11945143013111424,0.16646243421072854,0.04701100407961431,-0.03432090822285396,-0.0077632138670651,5.699999999999958,-0.13728363289141413,-0.01872314680565375
101,1,1,sharedreward,multi-echo,tedana,sr_decision_by_future_outcome_extra,Reward,6.0,-0.0019472041028693334,0.0638385054222468,0.2999999999999776,-0.011683224617215918,0.1087185118806424,0.12040173649785829,-0.030575990177272895,0.0538647617209344,7.99999999999995,-0.12230396070909005,-0.0685690248168778
101,1,1,sharedreward,multi-echo,tedana,sr_decision_by_future_outcome_extra,Neutral,6.0,-0.03845196804418328,0.21476022825760152,0.0,-0.23071180826509802,0.1471576755482124,0.3778694838133105,-0.050540014672181006,0.046767855433203,6.399999999999956,-0.2021600586887215,0.03736582640484092
101,1,1,sharedreward,multi-echo,tedana,sr_decision_by_future_outcome_extra,Punish,6.0,0.009797501777514947,0.0665241288648056,0.2999999999999776,0.05878501066508926,0.12994824009500905,0.07116322942991979,0.009361371511901216,0.0638275829141818,5.699999999999958,0.0374454860476044,0.05036049250121624
101,1,1,sharedreward,single-echo,fmriprep,sr_decision_partner_extra,Computer,6.0,0.025213113229472596,0.1354629537430314,1.599999999999973,0.1512786793768345,0.25459449818341867,0.10331581880658415,0.01444210998233007,0.1104891678420738,7.99999999999995,0.05776843992931956,-0.0281100150441508
101,1,1,sharedreward,single-echo,fmriprep,sr_decision_partner_extra,Stranger,6.0,-0.03374609634801503,0.0724220276607954,0.2999999999999776,-0.20247657808808872,0.04944463330433738,0.25192121139242607,-0.04247109857493761,0.0025995396405541,7.99999999999995,-0.16988439429974833,-0.0009644656494653857
101,1,1,sharedreward,single-echo,fmriprep,sr_outcome_primary,Reward,5.204000000000008,0.013081519738571938,0.043954488389659534,5.204000000000008,0.06807622871952847,0.07855884327802011,0.010482614558491652,-0.005349546526440553,0.0477579662416868,5.29999999999996,-0.021398186105761944,-0.004761686766099049
101,1,1,sharedreward,single-echo,fmriprep,sr_outcome_primary,Neutral,5.204000000000008,-0.09101459439174692,0.0387907047758731,4.299999999999963,-0.4736399492146517,0.03152429883672501,0.5051642480513766,0.03849018554437104,0.1439442374732943,6.7999999999999545,0.15396074217748223,0.014383635922967222
101,1,1,sharedreward,single-echo,fmriprep,sr_outcome_primary,Punish,5.204000000000008,0.05115271641493243,0.1994405965271601,2.699999999999969,0.26619873622330875,0.3148952997851661,0.04869656356185737,-0.02304059820427623,0.0423663673984239,4.799999999999962,-0.09216239281710377,0.005721635890617434
101,1,1,sharedreward,single-echo,fmriprep,sr_decision_by_future_outcome_extra,Reward,6.0,0.017572517374555157,0.0617555099649144,1.6999999999999726,0.1054351042473302,0.12388542414858181,0.01845031990125162,-0.0016017472102145274,0.0544712108081575,7.99999999999995,-0.00640698884085803,0.005471403766359988
101,1,1,sharedreward,single-echo,fmriprep,sr_decision_by_future_outcome_extra,Neutral,6.0,-0.09161229848126576,0.11433917736246672,0.0,-0.5496737908875906,0.08426327658506688,0.6339370674726575,-0.09202395468165434,0.0737649243168573,7.699999999999951,-0.3680958187266128,-0.06781316417594312
101,1,1,sharedreward,single-echo,fmriprep,sr_decision_by_future_outcome_extra,Punish,6.0,0.013597139016899872,0.1383305985006278,0.6999999999999762,0.08158283410139865,0.19987215115956591,0.11828931705816728,0.009031604247311724,0.0741762889912368,7.99999999999995,0.03612641698924644,-0.010329555446733061
101,1,1,sharedreward,single-echo,tedana,sr_decision_partner_extra,Computer,6.0,0.03565803975080233,0.1130151686128003,1.599999999999973,0.21394823850481248,0.2889752331998568,0.07502699469504433,0.02551047771210935,0.0960182885156142,7.99999999999995,0.10204191084843614,-0.007481005307632556
101,1,1,sharedreward,single-echo,tedana,sr_decision_partner_extra,Stranger,6.0,-0.03692624810377475,0.0502665779893433,0.1999999999999779,-0.22155748862264693,0.02971592239218503,0.25127341101483197,-0.046140387494124156,0.0118003441323376,5.899999999999958,-0.18456154997649432,0.009637828006674991
101,1,1,sharedreward,single-echo,tedana,sr_outcome_primary,Reward,5.204000000000008,0.02555997912465543,0.06478337056090024,5.204000000000008,0.13301413136470705,0.1339866353797581,0.0009725040150510315,0.006295462209774829,0.0653141718250377,5.29999999999996,0.025181848839099005,0.002379905760996324
101,1,1,sharedreward,single-echo,tedana,sr_outcome_primary,Neutral,5.204000000000008,-0.11023758473410535,0.0501924258224098,4.299999999999963,-0.5736763909562851,0.03329518363106025,0.6069715745873452,0.047446711634501,0.1140658724428076,6.7999999999999545,0.18978684653800165,0.008420641542195195
101,1,1,sharedreward,single-echo,tedana,sr_outcome_primary,Punish,5.204000000000008,0.052750164738941736,0.1521675020024148,2.699999999999969,0.2745118573014532,0.2788637347829979,0.004351877481544724,-0.010565134775704477,0.0528430884593349,5.499999999999959,-0.04226053910281738,0.023465771821418176
101,1,1,sharedreward,single-echo,tedana,sr_decision_by_future_outcome_extra,Reward,6.0,0.03398513842203672,0.0684745490802246,4.799999999999962,0.2039108305322189,0.22222884281518038,0.018318012282961475,0.005214509617722559,0.0684745490802246,4.799999999999962,0.020858038470889975,0.010924358174348598
101,1,1,sharedreward,single-echo,tedana,sr_decision_by_future_outcome_extra,Neutral,6.0,-0.12801728660206638,0.0687003546113206,0.0,-0.7681037196123929,0.023055950071688265,0.7911596696840811,-0.12793569279570305,0.0147872657167748,7.699999999999951,-0.5117427711828059,-0.08010951077123311
101,1,1,sharedreward,single-echo,tedana,sr_decision_by_future_outcome_extra,Punish,6.0,0.02264809978207273,0.089037893669459,0.6999999999999762,0.13588859869243541,0.2107013706720817,0.07481277197964632,0.027619552375124267,0.0680726494996867,5.099999999999961,0.1104782095004957,0.02813606548867307
101,1,2,sharedreward,multi-echo,fmriprep,sr_decision_partner_extra,Computer,6.0,-0.09638468847278436,-0.0566220403483845,1.9999999999999716,-0.5783081308367021,0.0,0.5783081308367021,-0.054598923254786505,0.0555322843133395,6.999999999999954,-0.2183956930191433,-0.062098469158572124
101,1,2,sharedreward,multi-echo,fmriprep,sr_decision_partner_extra,Stranger,6.0,0.09617016436473015,0.1584895041880065,3.299999999999967,0.5770209861883768,0.5770209861883768,0.0,0.05398316742869226,0.14791263875599792,4.0,0.21593266971476635,0.016482177568212866
101,1,2,sharedreward,multi-echo,fmriprep,sr_outcome_primary,Reward,5.200999999999965,-0.013722520219200153,0.15737403556673712,5.200999999999965,-0.07137082766005952,0.08796855686498115,0.15933938452504065,0.17923819318765305,0.2520230052616256,6.699999999999955,0.7169527727506033,0.22846728569405
101,1,2,sharedreward,multi-echo,fmriprep,sr_outcome_primary,Neutral,5.200999999999965,-0.03943909319563443,0.20154186277028374,0.0,-0.20512272371049328,0.12335123294625336,0.3284739566567466,-0.04455124167199499,0.0195909480533892,6.099999999999957,-0.17820496668797775,0.019073249520829623
101,1,2,sharedreward,multi-echo,fmriprep,sr_outcome_primary,Punish,5.200999999999965,0.008010204891218125,0.0526024634278652,3.4999999999999662,0.04166107563922519,0.11994205536915964,0.07828097972993443,-0.07977685730520526,0.029200434978520266,4.0,-0.3191074292208171,-0.12230594737872993
101,1,2,sharedreward,multi-echo,fmriprep,sr_decision_by_future_outcome_extra,Reward,6.0,-0.006165002090819836,0.0482394211879845,1.3999999999999737,-0.03699001254491875,0.07200473506727623,0.10899474761219499,-0.0275557426554825,-0.0034105926568185,6.699999999999955,-0.11022297062192862,-0.028171617402085
101,1,2,sharedreward,multi-echo,fmriprep,sr_decision_by_future_outcome_extra,Neutral,6.0,0.0760612089128134,0.2387578094171948,2.199999999999971,0.4563672534768772,0.59991453781944,0.14354728434256292,-0.024001257600705823,0.11058333905190083,4.0,-0.0960050304028221,-0.05996720700213103
101,1,2,sharedreward,multi-echo,fmriprep,sr_decision_by_future_outcome_extra,Punish,6.0,-0.02867155427488913,0.0471941339490809,4.099999999999964,-0.17202932564933357,0.03520572348357117,0.20723504913290478,0.03770970486923319,0.1289820929975887,7.299999999999953,0.15083881947693087,-0.0005541918214779414
101,1,2,sharedreward,multi-echo,tedana,sr_decision_partner_extra,Computer,6.0,-0.08650612658036197,-0.0490291759812699,2.0999999999999712,-0.5190367594821681,0.0,0.5190367594821681,-0.04737917099212096,0.0649112927609319,6.999999999999954,-0.18951668396848148,-0.060787301686562004
101,1,2,sharedreward,multi-echo,tedana,sr_decision_partner_extra,Stranger,6.0,0.0815698378938714,0.1558839170638485,3.299999999999967,0.4894190273632249,0.4963710252941068,0.0069519979308819,0.028228381460945317,0.14309365809015626,4.0,0.11291352584377987,-0.01910743662864492
101,1,2,sharedreward,multi-echo,tedana,sr_outcome_primary,Reward,5.200999999999965,-0.035615424854407635,0.14956360911076874,5.200999999999965,-0.18523582466777286,0.07215790257934573,0.2573937272471186,0.17212715851261132,0.2488655226847849,6.599999999999955,0.6885086340504367,0.22791246297408013
101,1,2,sharedreward,multi-echo,tedana,sr_outcome_primary,Neutral,5.200999999999965,-0.01954672083533758,0.20787067477464308,0.0,-0.10166249506459007,0.1229069587993182,0.22456945386390828,-0.02392370532054481,0.0382163731719345,5.799999999999958,-0.09569482128217804,0.03780821840633854
101,1,2,sharedreward,multi-echo,tedana,sr_outcome_primary,Punish,5.200999999999965,0.0027605536417063346,0.06800755752776384,0.0,0.01435763949051455,0.09918454087308864,0.0848269013825741,-0.08286039808986614,0.013311620823872161,4.0,-0.33144159235946047,-0.12303426332844553
101,1,2,sharedreward,multi-echo,tedana,sr_decision_by_future_outcome_extra,Reward,6.0,-0.026515216943872294,0.0096785013519092,1.3999999999999737,-0.15909130166323263,0.00934954108286316,0.1684408427460958,-0.05085149476248809,-0.0318257351738848,4.399999999999963,-0.20340597904994984,-0.06590465077466326
101,1,2,sharedreward,multi-echo,tedana,sr_decision_by_future_outcome_extra,Neutral,6.0,0.07907429346495586,0.2431002398462912,2.199999999999971,0.4744457607897318,0.6140071044512015,0.13956134366146983,-0.0032835103779247144,0.1124536970224565,4.0,-0.013134041511698695,-0.03645735168851903
101,1,2,sharedreward,multi-echo,tedana,sr_decision_by_future_outcome_extra,Punish,6.0,-0.015485816200891487,0.0668723157594253,4.099999999999964,-0.09291489720534826,0.07151955617530192,0.1644344533806502,0.028840757782374726,0.1092496822443141,7.299999999999953,0.11536303112949747,-0.015576459117400309
101,1,2,sharedreward,single-echo,fmriprep,sr_decision_partner_extra,Computer,6.0,-0.14760381460487754,-0.0432740664446032,5.999999999999957,-0.8856228876292589,0.0,0.8856228876292589,-0.06422710380510857,0.0130648369656416,6.899999999999954,-0.25690841522043106,-0.04327406644459868
101,1,2,sharedreward,single-echo,fmriprep,sr_decision_partner_extra,Stranger,6.0,0.1739204978743766,0.2593345056919495,3.6999999999999655,1.0435229872462521,1.0435229872462521,0.0,0.07796202828027538,0.25353532750728025,4.0,0.3118481131210976,0.004248892488727779
101,1,2,sharedreward,single-echo,fmriprep,sr_outcome_primary,Reward,5.200999999999965,-0.06577323055964232,0.10365336036831364,5.200999999999965,-0.34208657214069743,0.024323296285204098,0.3664098684259015,0.19387340229444536,0.3519629575397915,6.699999999999955,0.7754936091777718,0.2817849757770416
101,1,2,sharedreward,single-echo,fmriprep,sr_outcome_primary,Neutral,5.200999999999965,0.06868667123732394,0.5232493595301214,0.0,0.35723937710531944,0.5408670397866417,0.1836276626813222,0.07019306792582503,0.2213579278233544,5.899999999999958,0.2807722717032966,0.21898847851524564
101,1,2,sharedreward,single-echo,fmriprep,sr_outcome_primary,Punish,5.200999999999965,0.019155981022147384,0.14780003189401783,0.0,0.09963025729618787,0.17922618916306335,0.07959593186687551,-0.05850195607019168,0.0369848671380774,6.899999999999954,-0.2340078242807638,-0.09947946656299941
101,1,2,sharedreward,single-echo,fmriprep,sr_decision_by_future_outcome_extra,Reward,6.0,-0.06644800334114156,0.0286050519143875,1.3999999999999737,-0.39868802004684656,0.012235308093999267,0.4109233281408458,-0.056979135860778886,-0.0332103175268945,5.599999999999959,-0.2279165434431127,-0.0475384041896739
101,1,2,sharedreward,single-echo,fmriprep,sr_decision_by_future_outcome_extra,Neutral,6.0,0.20862228827504692,0.3790320775214676,3.599999999999966,1.2517337296502726,1.275578490646521,0.023844760996248302,0.10072047862754802,0.3338656675416954,4.0,0.40288191451018707,0.06640517886863544
101,1,2,sharedreward,single-echo,fmriprep,sr_decision_by_future_outcome_extra,Punish,6.0,0.003917438137778219,0.1416446323803476,2.999999999999968,0.02350462882666915,0.2910983704602516,0.2675937416335824,0.02805359834050727,0.1269305272920265,4.0,0.11221439336202768,-0.030540299696456493
101,1,2,sharedreward,single-echo,tedana,sr_decision_partner_extra,Computer,6.0,-0.12604669151079434,-0.0493752498088357,5.999999999999957,-0.7562801490647607,0.0,0.7562801490647607,-0.06060693876787933,0.0138752912564047,6.899999999999954,-0.2424277550715143,-0.049375249808830964
101,1,2,sharedreward,single-echo,tedana,sr_decision_partner_extra,Stranger,6.0,0.12984239092176914,0.2279498457904111,3.6999999999999655,0.7790543455306093,0.8036951958420555,0.024640850311446288,0.04126986948715241,0.22409675830708517,4.0,0.16507947794860758,-0.05330544003972691
101,1,2,sharedreward,single-echo,tedana,sr_outcome_primary,Reward,5.200999999999965,-0.07692186400437766,0.09822904871656069,5.200999999999965,-0.40007061468676547,0.02096419293501626,0.4210348076217817,0.18626997217783095,0.3463866519753742,6.699999999999955,0.7450798887113146,0.2821303088354016
101,1,2,sharedreward,single-echo,tedana,sr_outcome_primary,Neutral,5.200999999999965,0.04398969247158714,0.4608560965574981,0.0,0.22879039054472317,0.4177030425834583,0.1889126520387351,0.040780194783018316,0.1812485178581434,5.799999999999958,0.16312077913207124,0.1734232627204457
101,1,2,sharedreward,single-echo,tedana,sr_outcome_primary,Punish,5.200999999999965,0.020359175124728374,0.16083168503177653,0.0,0.10588806982371156,0.18926704775902606,0.08337897793531451,-0.06410977511108609,0.0328587424305736,6.899999999999954,-0.2564391004443412,-0.10682817848322666
101,1,2,sharedreward,single-echo,tedana,sr_decision_by_future_outcome_extra,Reward,6.0,-0.0866773424242978,-0.0266205680500797,1.3999999999999737,-0.5200640545457831,0.0,0.5200640545457831,-0.07345759141904869,-0.055708909350249,6.899999999999954,-0.2938303656761911,-0.08569792752377536
101,1,2,sharedreward,single-echo,tedana,sr_decision_by_future_outcome_extra,Neutral,6.0,0.17775857542459758,0.3198194408746485,3.599999999999966,1.0665514525475779,1.0872935450263221,0.020742092478744475,0.07785280114702615,0.27236736050066124,4.0,0.31141120458810073,0.04696765721209044
101,1,2,sharedreward,single-echo,tedana,sr_decision_by_future_outcome_extra,Punish,6.0,0.010536348326586141,0.1820556669164753,3.299999999999967,0.0632180899595164,0.36308432493563936,0.29986623497612286,0.014338096780417411,0.15697587788074377,4.0,0.05735238712166893,-0.06166821784131397
