sub,ses,run,task,echo,cnfds,plot_group,contrast,safe_end_s,safe_mean,safe_peak,safe_tpeak,safe_auc_signed,safe_auc_pos,safe_auc_neg_abs,canon_mean,canon_peak,canon_tpeak,canon_auc_signed,value_at_6s
101,1,1,mid,multi-echo,fmriprep,mid_anticipation_primary,Reward-Neutral,5.025999999999982,0.05846526652438651,0.1355275400835351,2.8999999999999684,0.29384642955156554,0.3315211813610057,0.03767475180944016,0.08176852486118359,0.10001615104718588,4.0,0.3270740994447303,0.08954028266976556
101,1,1,mid,multi-echo,fmriprep,mid_feedback_extra,Positive-Negative,5.993000000000023,0.06347324369831066,0.1498585673904976,5.599999999999959,0.3803951494839773,0.3803951494839773,0.0,0.14593727857919123,0.2980884844166861,7.99999999999995,0.5837491143167577,0.13461344873180997
101,1,1,mid,multi-echo,tedana,mid_anticipation_primary,Reward-Neutral,5.025999999999982,0.028953127420356377,0.1155800014777256,2.8999999999999684,0.14551841841471064,0.2061636511317618,0.060645232717051176,0.04849062343363877,0.0816505901734977,7.299999999999953,0.19396249373455265,0.03805440969218002
101,1,1,mid,multi-echo,tedana,mid_feedback_extra,Positive-Negative,5.993000000000023,0.041276199911394446,0.1294093821555612,5.599999999999959,0.24736826606898787,0.2721574910688318,0.024789224999843894,0.11516882891727967,0.2339657151508827,7.99999999999995,0.46067531566911296,0.11280677957506957
101,1,1,mid,single-echo,fmriprep,mid_anticipation_primary,Reward-Neutral,5.025999999999982,0.021813842700039533,0.08089555468607529,3.0999999999999677,0.1096363734103983,0.1402338979407402,0.030597524530341924,0.013049743160181242,0.0564891709282849,5.799999999999958,0.05219897264072432,0.046854642923543736
101,1,1,mid,single-echo,fmriprep,mid_feedback_extra,Positive-Negative,5.993000000000023,0.041693000512534495,0.1461671308162832,4.999999999999961,0.24986615207162022,0.3981365641265584,0.14827041205493824,0.1208045195700252,0.2326298620734678,7.99999999999995,0.48321807828009483,0.08246260244351246
101,1,1,mid,single-echo,tedana,mid_anticipation_primary,Reward-Neutral,5.025999999999982,-0.005487468390047121,0.06599956430765223,0.0,-0.02758001612837673,0.08017318688695974,0.10775320301533645,-0.02468999083459037,-0.005249552133313802,7.199999999999953,-0.09875996333836026,-0.008646878207118246
101,1,1,mid,single-echo,tedana,mid_feedback_extra,Positive-Negative,5.993000000000023,0.008915856009318459,0.103809488682732,4.999999999999961,0.053432725063845735,0.2184692275876225,0.16503650252377672,0.06969239062107929,0.15096210515028838,7.99999999999995,0.2787695624843137,0.03638764344430705
101,1,2,mid,multi-echo,fmriprep,mid_anticipation_primary,Reward-Neutral,5.0245000000000175,-0.16588902575984352,-0.030867931930477897,4.799999999999962,-0.8335094099303366,0.0,0.8335094099303366,-0.12142365673894977,-0.030867931930477897,4.799999999999962,-0.485694626955793,-0.11200890534684432
101,1,2,mid,multi-echo,fmriprep,mid_feedback_extra,Positive-Negative,5.984900000000003,0.05448258423831298,0.18704363810682692,5.984900000000003,0.32607281840787955,0.3417598153457923,0.015686996937912687,0.08100098067467044,0.1870436798983156,5.999999999999957,0.3240039226986777,0.1870436798983128
