.thisTrialN,.stepSize,.intensity,time.onset,cue.color,isi_duration,.response,Target_Resp.rt,Trial.rewardType,Total_Earned,iti_base,iti_final,time.global,time.nominal,time.trial,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,10.0,8.023994100047275,Green,2.627516195207475,1,0.2821542999590747,1,1,1,1.377516195207475,14.04091400001198,14.012145290442955,6.015720099967439,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
1,3,4.0,14.041024400037713,Blue,3.5801521722319354,0,,-1,1,1,2.3301521722319354,21.963957700005267,21.922449634906826,7.921943099994678,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
2,3,7.0,21.96409850002965,Blue,3.6121064421102704,1,0.23235429998021573,-1,1,1,2.3621064421102704,29.957989100017585,29.896662519127368,7.992863600025885,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
3,3,7.0,29.958126200013794,Blue,2.442545367216715,0,,-1,1,1,1.1925453672167148,35.59177950001322,35.5317532535608,5.6326923000160605,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
4,3,10.0,35.59202450001612,Green,1.7719775063758374,0,,-1,1,1,0.5219775063758374,39.90712640003767,39.82570826631248,4.313991200004239,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
5,3,13.0,39.90723660000367,Blue,2.5830376849993013,1,0.33479509997414425,-1,1,1,1.3330376849993013,45.85647680005059,45.74178363631109,5.94840930000646,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
6,3,13.0,45.85657980001997,Green,2.771790723599968,1,0.3353991999756545,1,2,1,1.5217907235999681,52.17390330001945,52.03536508351103,6.31626839999808,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
7,2,10.0,52.174018000019714,Green,1.504559019005056,0,,-1,2,1,0.25455901900505595,55.9410839000484,55.79448312152115,3.7661363999941386,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
8,2,12.0,55.94119430001592,Green,2.4607486467633093,0,,-1,2,1,1.2107486467633093,61.60650420002639,61.46598041504776,5.664400100009516,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
9,2,14.0,61.60661540000001,Green,2.865137749271001,1,0.3499599000206217,1,3,1,1.615137749271001,68.10661370004527,67.94625591358977,6.498961599951144,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
10,2,14.0,68.10672250000061,Blue,1.6565945194445737,1,0.35045590001391247,-1,3,1,0.4065945194445737,72.19008230004692,72.0094449524789,4.0824615999590605,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
11,2,12.0,72.19019200000912,Green,3.515787507208409,1,0.317742699990049,1,4,1,2.265787507208409,79.9728503000224,79.79101996689573,7.781801100005396,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
12,2,12.0,79.97300240001641,Green,3.28477208740781,1,0.31615999998757616,1,5,1,2.03477208740781,87.32413550000638,87.11056414171136,7.350302999955602,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
13,1,10.0,87.3242563000531,Green,1.6040150242782856,0,,-1,5,1,0.3540150242782856,91.30758030002471,91.06859419026793,3.982414099969901,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
14,1,11.0,91.30770300002769,Green,3.2474525209294356,1,0.3004946000291966,1,6,1,1.9974525209294356,98.57300260005286,98.31349923212682,7.264380700013135,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
15,1,11.0,98.573114000028,Blue,1.50858021831764,0,,-1,6,1,0.25858021831764,102.35759980004514,102.08065966876211,3.783611299993936,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
16,1,12.0,102.35772090003593,Blue,1.9670221114345012,0,,-1,6,1,0.7170221114345012,107.05507450003643,106.76470389163111,4.696382900001481,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
17,1,13.0,107.05513190000784,Green,2.9979090857287014,0,,-1,6,1,1.7479090857287014,113.8067501000478,113.51052206308853,6.75115480000386,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
18,1,14.0,113.80689400003757,Green,2.3838008602208984,0,,-1,6,1,1.1338008602208984,119.34049050003523,119.02812378353033,5.532653899979778,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
19,1,15.0,119.34062860003905,Blue,2.9923457460131537,0,,-1,6,1,1.7423457460131537,126.07290630001808,125.76281527555665,6.731283700035419,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
20,1,15,126.07301400002325,Blue,2.9993406372618483,1,0.36670409998623654,-1,6,1,1.7493406372618483,132.85682750004344,132.51149655008032,6.782945799990557,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
21,1,15,132.85694650001824,Blue,2.0228829962692902,1,0.3674736000248231,-1,6,1,0.7728829962692902,137.65764580003452,137.3072625426189,4.7997326999902725,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
22,1,14,137.6577734000166,Blue,3.8676281762729965,1,0.3523439000127837,-1,6,1,2.6176281762729965,146.14057390001835,145.7925188951649,8.481801800022367,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
23,1,14,146.14076020003995,Green,2.2065638763525923,1,0.34937060001539066,1,7,1,0.9565638763525923,151.30702350003412,150.95564664787008,5.165229299978819,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
