TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,6,2,3,4,1.700000e+00,1.0,0.0,3.000001e-06,0.0112013,4.0109234,4.2189717,3.0,6.4924235,2.2734516,6.592769,1.8265485,8.421725,2.0,8.421857,9.441169,5.222197,9.441333,13.444355,--
2,2,1,1,1,2,1.700000e+00,1.0,1.0,--,--,--,13.4524,0.0,15.921674,2.4692738,16.022017,1.6307262,17.654684,999.0,17.654795,18.66149,5.2090898,18.66162,20.663074,--
3,3,6,2,3,4,1.700000e+00,1.0,2.0,--,--,--,20.855982,3.0,21.175406,0.3194231,21.275732,3.780577,25.05797,2.0,25.05808,26.063776,5.207794,26.063906,30.066978,--
4,4,6,2,3,3,2.550000e+00,1.0,3.0,--,--,--,30.25418,3.0,30.67595,0.4217693,30.776234,4.5282307,35.306267,1.0,35.306374,36.312084,6.0579042,36.312214,39.315136,--
5,5,3,1,3,3,1.700000e+00,1.0,4.0,--,--,--,39.325813,2.0,39.74269,0.4168781,39.84299,3.683122,43.52897,7.0,43.529076,44.535656,5.2098446,44.535786,47.537064,--
6,6,5,2,2,4,2.550000e+00,1.0,5.0,--,--,--,47.727818,2.0,48.042866,0.315048,48.143143,4.634952,52.779106,5.0,52.779217,53.786076,6.0582576,53.786205,57.789032,--
7,7,3,1,3,3,2.550000e+00,1.0,6.0,--,--,--,57.791935,3.0,58.20957,0.4176367,58.309856,4.5323634,62.845055,2.0,62.84516,63.850243,6.058306,63.85037,66.851875,--
8,8,5,2,2,2,1.700000e+00,1.0,7.0,--,--,--,67.04204,3.0,67.77643,0.7343966,67.87672,3.3656034,71.24399,5.0,71.244095,72.25708,5.2150464,72.25722,74.25866,--
9,9,6,2,3,2,8.500000e-01,1.0,8.0,--,--,--,74.4458,2.0,75.07618,0.6303744,75.17648,2.6196256,77.79897,8.0,77.79908,78.8059,4.3600984,78.806046,80.80723,--
10,10,2,1,2,2,2.550000e+00,1.0,9.0,--,--,--,80.81027,2.0,81.34339,0.5331239,81.44382,4.4168763,85.86378,5.0,85.86389,86.86925,6.058978,86.86939,88.87094,--
11,11,1,1,1,1,2.550000e+00,1.0,10.0,--,--,--,88.87302,2.0,89.50973,0.6367101,89.61009,4.31329,93.926056,4.0,93.92617,94.933914,6.0609035,94.93406,95.93562,--
12,12,3,1,3,1,8.500000e-01,1.0,11.0,--,--,--,95.93726,3.0,96.676956,0.7396903,96.77732,2.5103097,99.29065,4.0,99.290764,100.29899,4.361724,100.29912,101.3007,--
13,13,6,2,3,2,1.700000e+00,1.0,12.0,--,--,--,101.48947,3.0,102.1121,0.6226224,102.21238,3.4773777,105.6921,4.0,105.692215,106.69609,5.2066126,106.69622,108.69799,--
14,14,3,1,3,2,1.700000e+00,1.0,13.0,--,--,--,108.70089,3.0,109.32651,0.625617,109.426796,3.474383,112.90308,1.0,112.9032,113.90708,5.206197,113.90721,115.90908,--
15,15,4,2,1,3,2.550000e+00,1.0,14.0,--,--,--,116.096245,3.0,116.927086,0.830841,117.027374,4.119159,121.150024,6.0,121.15013,122.1561,6.0598583,122.15623,125.15907,--
16,16,1,1,1,4,8.500000e-01,1.0,15.0,--,--,--,125.162025,2.0,125.47675,0.3147258,125.57702,2.9352741,128.51463,2.0,128.51476,129.51854,4.3565106,129.51866,133.52098,--
17,17,6,2,3,1,8.500000e-01,1.0,16.0,--,--,--,133.71788,2.0,134.04388,0.3259998,134.14423,2.9240003,137.07085,8.0,137.07095,138.07556,4.3576727,138.07571,139.07883,--
18,18,6,2,3,1,2.550000e+00,1.0,17.0,--,--,--,139.26714,3.0,139.79413,0.5269969,139.89441,4.423003,144.32005,3.0,144.32018,145.32587,6.0587287,145.32599,146.32803,--
19,19,2,1,2,1,1.700000e+00,1.0,18.0,--,--,--,146.33081,3.0,146.76079,0.4299765,146.86108,3.6700234,150.53403,5.0,150.53413,151.53885,5.208038,151.53899,152.54114,--
20,20,4,2,1,3,2.550000e+00,1.0,19.0,--,--,--,152.73044,3.0,153.16101,0.4305624,153.26132,4.519438,157.78397,9.0,157.78409,158.7902,6.0597677,158.79034,161.79189,--
21,21,4,2,1,4,2.550000e+00,1.0,20.0,--,--,--,161.98776,3.0,162.41133,0.4235719,162.51169,4.526428,167.04114,8.0,167.04126,168.0599,6.0721455,168.06004,172.062,--
22,22,1,1,1,1,2.550000e+00,1.0,21.0,--,--,--,172.06497,3.0,172.37894,0.3139615,172.4792,4.6360383,177.11755,6.0,177.11766,178.1221,6.05713,178.12222,179.12402,--
23,23,3,1,3,2,1.700000e+00,1.0,22.0,--,--,--,179.12573,3.0,179.6445,0.51878,179.7448,3.58122,183.328,2.0,183.32812,184.33278,5.207046,184.3329,186.3358,--
24,24,3,1,3,4,2.550000e+00,1.0,23.0,--,--,--,186.33746,2.0,186.86127,0.5238062,186.96153,4.4261937,191.38995,9.0,191.39006,192.39519,6.057727,192.39531,196.39699,--
25,25,4,2,1,1,2.550000e+00,1.0,24.0,--,--,--,196.586,2.0,196.91095,0.3249558,197.01123,4.6250443,201.6384,1.0,201.6385,202.64313,6.0571322,202.64325,203.64474,--
26,26,2,1,2,4,8.500000e-01,1.0,25.0,--,--,--,203.64827,3.0,204.27771,0.6294348,204.37799,2.6205652,207.00002,5.0,207.00012,208.00943,4.361154,208.00957,212.01103,--
27,27,5,2,2,2,8.500000e-01,1.0,26.0,--,--,--,212.20226,3.0,212.5279,0.3256426,212.62817,2.9243574,215.55467,5.0,215.55478,216.5581,4.3558493,216.55823,218.5601,--
28,28,4,2,1,1,2.550000e+00,1.0,27.0,--,--,--,218.7489,3.0,219.06325,0.3143491,219.16356,4.635651,223.80113,7.0,223.80125,224.81427,6.0653715,224.8144,225.8163,--
29,29,2,1,2,2,8.500000e-01,1.0,28.0,--,--,--,225.81912,2.0,226.34508,0.5259459,226.44542,2.724054,229.173,5.0,229.17311,230.17778,4.3586564,230.17792,232.18016,--
30,30,6,2,3,4,2.550000e+00,1.0,29.0,--,--,--,232.36935,2.0,232.6947,0.3253537,232.79501,4.624646,237.42206,6.0,237.42216,238.4269,6.057539,238.42702,242.42946,--
31,31,3,1,3,1,1.700000e+00,1.0,30.0,--,--,--,242.44328,3.0,242.86208,0.4187931,242.96237,3.681207,246.64612,2.0,246.64622,247.65033,5.2070484,247.65045,248.65202,--
32,32,6,2,3,1,8.500000e-01,1.0,31.0,--,--,--,248.84084,2.0,249.4627,0.6218743,249.563,2.6281257,252.1941,9.0,252.19421,253.19882,4.3579817,253.19896,254.20044,--
33,33,5,2,2,3,8.500000e-01,1.0,32.0,--,--,--,254.39148,2.0,255.01353,0.6220536,255.11382,2.6279464,257.74268,5.0,257.74277,258.74814,4.3566585,258.74826,261.75003,--
34,34,3,1,3,3,2.550000e+00,1.0,33.0,--,--,--,261.75302,2.0,262.47922,0.7261954,262.57956,4.2238045,266.80518,9.0,266.80527,267.81055,6.057526,267.81067,270.8118,--
35,35,3,1,3,3,2.550000e+00,1.0,34.0,--,--,--,270.81357,3.0,271.4451,0.631543,271.54538,4.318457,275.86594,1.0,275.86603,276.87024,6.0566616,276.87036,279.87167,--
36,36,6,2,3,3,8.500000e-01,1.0,35.0,--,--,--,280.0641,3.0,280.49576,0.4316737,280.59604,2.8183262,283.4169,2.0,283.41702,284.43164,4.3675714,284.4318,287.43402,--
37,37,1,1,1,2,1.700000e+00,1.0,36.0,--,--,--,287.437,3.0,287.96252,0.5255055,288.06284,3.5744946,291.64,8.0,291.64014,292.65015,5.213138,292.6503,294.6517,--
38,38,4,2,1,2,8.500000e-01,1.0,37.0,--,--,--,294.8402,3.0,295.2625,0.4223172,295.36282,2.8276827,298.19266,9.0,298.19278,299.19714,4.356926,299.19727,301.1991,--
39,39,4,2,1,4,8.500000e-01,1.0,38.0,--,--,--,301.3886,2.0,301.81265,0.4240327,301.91296,2.8259673,304.74075,3.0,304.74084,305.74432,4.355712,305.74448,309.7464,--
40,40,4,2,1,4,8.500000e-01,1.0,39.0,--,--,--,309.93796,3.0,310.36288,0.4249239,310.46323,2.825076,313.29123,8.0,313.29132,314.29626,4.358317,314.2964,318.2978,--
41,41,1,1,1,2,1.700000e+00,1.0,40.0,--,--,--,318.30063,2.0,318.92914,0.6285078,319.02942,3.4714923,322.50305,4.0,322.50314,323.50696,5.2063193,323.50708,325.50812,--
42,42,4,2,1,1,8.500000e-01,1.0,41.0,--,--,--,325.70102,2.0,326.32925,0.6282384,326.4295,2.6217616,329.05307,4.0,329.0532,330.0718,4.370798,330.07193,331.07324,--
43,43,1,1,1,1,2.550000e+00,1.0,42.0,--,--,--,331.07642,2.0,331.69757,0.621159,331.7979,4.328841,336.12796,2.0,336.12808,337.1323,6.0558953,337.13245,338.13403,--
44,44,1,1,1,4,8.500000e-01,1.0,43.0,--,--,--,338.13565,2.0,338.66318,0.5275345,338.7635,2.7224655,341.48907,2.0,341.48917,342.49283,4.357175,342.49295,346.49448,--
45,45,1,1,1,1,2.550000e+00,1.0,44.0,--,--,--,346.4962,3.0,347.0154,0.5192022,347.11566,4.4307976,351.54807,9.0,351.54816,352.55228,6.0560646,352.5524,353.5537,--
46,46,5,2,2,1,1.700000e+00,1.0,45.0,--,--,--,353.74332,3.0,354.36545,0.6221339,354.46573,3.4778662,357.94507,5.0,357.94516,358.95016,5.2068443,358.9503,359.9521,--
47,47,1,1,1,2,8.500000e-01,1.0,46.0,--,--,--,359.95493,2.0,360.38,0.4250996,360.48032,2.8249004,363.30722,2.0,363.3073,364.3123,4.3573666,364.3124,366.31387,--
48,48,4,2,1,2,1.700000e+00,1.0,47.0,--,--,--,366.5085,2.0,366.82953,0.3210226,366.92987,3.7789774,370.7102,1.0,370.71033,371.71384,5.20532,371.71396,373.71545,--
49,49,3,1,3,1,8.500000e-01,1.0,48.0,--,--,--,373.7183,2.0,374.14685,0.4285752,374.24716,2.8214247,377.07117,6.0,377.07126,378.07693,4.3586626,378.07706,379.07855,--
50,50,4,2,1,1,1.700000e+00,1.0,49.0,--,--,--,379.26785,2.0,379.79697,0.5291022,379.89725,3.5708978,383.47006,3.0,383.47015,384.47522,5.2073555,384.47534,385.47708,--
51,51,1,1,1,4,1.700000e+00,1.0,50.0,--,--,--,385.47995,2.0,385.99942,0.5194836,386.09973,3.5805163,389.68207,3.0,389.68216,390.6856,5.205661,390.68573,394.687,--
52,52,6,2,3,2,1.700000e+00,1.0,51.0,--,--,--,394.88046,3.0,395.29764,0.4171875,395.39792,3.6828125,399.08322,4.0,399.08334,400.09918,5.21874,400.09933,402.10107,--
53,53,2,1,2,2,1.700000e+00,1.0,52.0,--,--,--,402.10385,2.0,402.43018,0.3263499,402.53046,3.7736502,406.30576,5.0,406.30585,407.31146,5.207619,407.31158,409.31308,--
54,54,3,1,3,3,8.500000e-01,1.0,53.0,--,--,--,409.3147,2.0,409.94687,0.6321573,410.0472,2.6178427,412.66656,7.0,412.6667,413.67218,4.3574758,413.6723,416.67365,428.00043
