TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,1,1,1,2,1.700000e+00,1.0,0.0,2.7000206e-06,0.0107478,4.009916,4.0160294,2.0,5.165814,1.1497843,5.266225,2.9502158,8.218768,2.0,8.218905,9.227181,5.211152,9.227347,11.229742,--
2,2,1,1,1,1,2.550000e+00,1.0,1.0,--,--,--,11.231371,3.0,11.965369,0.7339982,12.065673,4.216002,16.284475,7.0,16.284586,17.289999,6.058629,17.290134,18.291573,--
3,3,4,2,1,1,1.700000e+00,1.0,2.0,--,--,--,18.4904,3.0,18.915522,0.4251207,19.015808,3.6748793,22.692884,8.0,22.692993,23.698978,5.208578,23.699112,24.700872,--
4,4,6,2,3,3,8.500000e-01,1.0,3.0,--,--,--,24.896494,3.0,25.415977,0.5194833,25.516258,2.7305167,28.249163,1.0,28.249277,29.256985,4.360491,29.257114,32.25857,--
5,5,5,2,2,2,1.700000e+00,1.0,4.0,--,--,--,32.45478,3.0,32.882366,0.4275879,32.982662,3.6724122,36.657867,5.0,36.657974,37.676975,5.2221966,37.677105,39.67887,--
6,6,5,2,2,3,8.500000e-01,1.0,5.0,--,--,--,39.871048,2.0,40.399265,0.5282195,40.499584,2.7217805,43.222874,5.0,43.22298,44.226994,4.3559456,44.227123,47.228493,--
7,7,3,1,3,3,2.550000e+00,1.0,6.0,--,--,--,47.23248,3.0,47.548794,0.3163143,47.649086,4.6336856,52.28486,2.0,52.284973,53.28964,6.057161,53.289772,56.29185,--
8,8,4,2,1,3,2.550000e+00,1.0,7.0,--,--,--,56.485954,3.0,57.016003,0.5300475,57.11628,4.4199524,61.53792,9.0,61.538025,62.544968,6.059014,62.5451,65.546524,--
9,9,3,1,3,3,1.700000e+00,1.0,8.0,--,--,--,65.549446,3.0,66.06845,0.5189992,66.168724,3.5810008,69.75259,4.0,69.75269,70.76698,5.2175326,70.76711,73.76889,--
10,10,4,2,1,1,8.500000e-01,1.0,9.0,--,--,--,73.9632,3.0,74.48391,0.520706,74.58422,2.729294,77.317024,9.0,77.31714,78.321976,4.3587713,78.322105,79.323845,--
