.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Target_Resp.rt,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,8.0,8.384292100090533,Green,8.384703200077638,0.7492935999762267,2.5,9.134268500143662,2.500214699888602,0,11.634546299930662,0.2633333333333333,-1,0,12.173397300066426,0.977328599896282,4.0,13.150959900114685,4.000261799897999,17.15126290009357,17.117884899955243,8.766581300180405,,,101,2,1,2025-02-23_21h05.07.879,MID1.0,59.996028302528174,
1,3,14.0,17.15129270008765,Green,17.151632900116965,0.7491563998628408,1.5,17.90101599995978,1.5001696001272649,1,19.401249299990013,0.36333333333333334,1,1,19.925838000141084,0.9753952999599278,2.0,20.901473900070414,1.999687199946493,22.9011878001038,22.867884899955243,5.74957609991543,0.35008380003273487,,101,2,1,2025-02-23_21h05.07.879,MID1.0,59.996028302528174,
2,3,11.0,22.90121449995786,Blue,22.90155280008912,0.7492581999395043,3.0,23.651035600109026,3.0002899998798966,0,26.651388600002974,0.31333333333333335,-1,1,27.189906700048596,0.9776868000626564,3.5,28.167868900112808,3.5001429999247193,31.668051900109276,31.617884899955243,8.766519699944183,,,101,2,1,2025-02-23_21h05.07.879,MID1.0,59.996028302528174,
3,3,14.0,31.668080300092697,Blue,31.668420700123534,0.7492127998266369,2.0,32.41785590001382,2.000419900054112,1,34.41833909996785,0.36333333333333334,1,1,34.95033160015009,0.9843816999346018,7.5,35.9349513000343,7.499762200051919,43.434739500051364,43.36788489995524,11.766338599845767,0.35006590001285076,,101,2,1,2025-02-23_21h05.07.879,MID1.0,59.996028302528174,
4,2,14.0,43.43476720014587,Green,43.43511179997586,0.7492194999940693,2.0,44.184557100059465,2.000312800053507,1,46.18493130011484,0.36333333333333334,1,2,46.71497080009431,0.9866285999305546,7.5,47.70188249996863,7.500008700182661,55.20193360000849,55.11788489995524,11.766843399964273,0.3501361000817269,,101,2,1,2025-02-23_21h05.07.879,MID1.0,59.996028302528174,
5,2,12.0,55.20196360000409,Blue,55.20232259994373,0.7488357999827713,3.0,55.951465599937364,3.0001105000264943,1,58.95163860009052,0.33,1,2,59.480774600058794,0.9877621999476105,3.5,60.46880939998664,3.4995724000036716,63.96840799995698,63.86788489995524,8.766106200171635,0.3167915001977235,,101,2,1,2025-02-23_21h05.07.879,MID1.0,59.996028302528174,
6,2,12.0,63.96843539993279,Blue,63.96877499995753,0.7492514001205564,1.5,64.71828599995933,1.500536800129339,1,66.21890610014088,0.33,1,2,66.74078520014882,0.9943560999818146,2.0,67.73539449996315,1.9998342001345009,69.73525559995323,69.61788489995524,5.766500900033861,0.3164285998791456,,101,2,1,2025-02-23_21h05.07.879,MID1.0,59.996028302528174,
7,2,10.0,69.73528379993513,Blue,69.73562299995683,0.7490411000326276,1.5,70.4848887999542,1.5002643000334501,1,71.98521549999714,0.29666666666666663,1,2,72.50775719992816,0.9940351000986993,7.0,73.50202700006776,7.00027359998785,80.50235980004072,80.36788489995524,10.766757299890742,0.2835456000175327,,101,2,1,2025-02-23_21h05.07.879,MID1.0,59.996028302528174,
8,2,10.0,80.50239180005156,Blue,80.50279320008121,0.7487716998439282,1.5,81.25179290003143,1.5003893999382854,0,82.7523040000815,0.29666666666666663,-1,2,83.27759420010261,0.9912689998745918,3.0,84.26911909994669,2.999504400184378,87.26865059998818,87.11788489995524,6.765877699945122,,,101,2,1,2025-02-23_21h05.07.879,MID1.0,59.996028302528174,
9,2,12.0,87.26867839996703,Blue,87.26901690009981,0.7491853998508304,1.5,88.01842690003105,1.500232300022617,1,89.51872580009513,0.33,1,2,90.04757610009983,0.9878704999573529,3.0,91.03567850007676,2.9996898998506367,94.03539470001124,93.86788489995524,6.766398099949583,0.3166551999747753,,101,2,1,2025-02-23_21h05.07.879,MID1.0,59.996028302528174,
10,2,12.0,94.03542249999009,Blue,94.03575909999199,0.7492955999914557,3.0,94.7852797000669,3.000234199920669,0,97.78557489998639,0.33,-1,2,98.30028380011208,0.9853864999022335,3.5,99.28591260011308,3.499606699915603,102.7855458999984,102.61788489995524,8.749806999927387,,,101,2,1,2025-02-23_21h05.07.879,MID1.0,59.996028302528174,
