.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Target_Resp.rt,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,8.0,8.386684700031765,Green,8.38709790003486,0.7491665999405086,2.0,9.136532800039276,2.0002192999236286,0,11.136857999954373,0.2633333333333333,-1,0,11.676632500020787,0.9763736999593675,3.5,12.653243000037037,3.500368999899365,16.153655000030994,16.120160299935378,7.766578599927016,,,101,1,1,2025-02-20_20h31.58.161,MID1.0,59.89641513188506,
1,3,14.0,16.153685300028883,Green,16.154025099938735,0.7489676000550389,2.5,16.903215399943292,2.500176600064151,1,19.40345270000398,0.36333333333333334,1,1,19.942919299937785,0.9773599000182003,4.0,20.920516000012867,3.999751599971205,24.920293199946173,24.870160299935378,8.76628800004255,0.35007480008061975,,101,1,1,2025-02-20_20h31.58.161,MID1.0,59.89641513188506,
2,3,11.0,24.920321500045247,Blue,24.92065690003801,0.7491089999675751,1.5,25.669988799956627,1.5002609000075608,1,27.17031329998281,0.31333333333333335,1,1,27.684137400006875,0.9862365999724716,2.0,28.67060539999511,1.9997922000475228,30.670423100003973,30.620160299935378,5.749786300002597,0.3001172000076622,,101,1,1,2025-02-20_20h31.58.161,MID1.0,59.89641513188506,
3,3,11.0,30.67045119998511,Blue,30.670788599993102,0.7491369999479502,1.5,31.42014940001536,1.5004821999464184,1,32.92069449997507,0.31333333333333335,1,1,33.44255819998216,0.9946110000601038,2.0,34.43742109998129,1.9997532999841496,36.43720059993211,36.37016029993538,5.766432999982499,0.30020679999142885,,101,1,1,2025-02-20_20h31.58.161,MID1.0,59.89641513188506,
4,3,8.0,36.43722920003347,Blue,36.437570499954745,0.7490938000846654,3.0,37.18688900000416,3.0001981999957934,1,40.18714880000334,0.2633333333333333,1,1,40.7093470999971,0.9943786000367254,3.5,41.7039937999798,3.499795399955474,45.203832300030626,45.12016029993538,8.766281399992295,0.2501272999215871,,101,1,1,2025-02-20_20h31.58.161,MID1.0,59.89641513188506,
5,3,8.0,45.2038629000308,Green,45.20421729993541,0.7491853000828996,1.5,45.95363130001351,1.5001167999580503,1,47.45381019997876,0.2633333333333333,1,2,47.96090039995033,0.9929554000264034,3.0,48.95409579994157,2.999737900099717,51.95385869999882,51.87016029993538,6.749660899979062,0.25047209998592734,,101,1,1,2025-02-20_20h31.58.161,MID1.0,59.89641513188506,
6,3,5.0,51.95388709998224,Green,51.95422650000546,0.7492919999640435,2.0,52.70374180004001,2.0001977999927476,1,54.70400090003386,0.21333333333333332,1,3,55.226189099950716,0.9943990000756457,2.5,56.22082579997368,2.4998027000110596,58.720653599943034,58.62016029993538,6.766446299967356,0.20028350001666695,,101,1,1,2025-02-20_20h31.58.161,MID1.0,59.89641513188506,
7,3,5.0,58.7206823999295,Blue,58.72102149995044,0.749131300020963,2.0,59.470375600038096,2.000230599893257,0,61.47067149996292,0.21333333333333332,-1,3,62.00246889994014,0.9851527001010254,2.5,62.987856499967165,2.4994768999749795,65.48735840001609,65.37016029993538,6.766355699975975,,,101,1,1,2025-02-20_20h31.58.161,MID1.0,59.89641513188506,
8,3,8.0,65.48738820001017,Green,65.48773029993754,0.7493170000379905,1.5,66.23731120000593,1.4999805999686942,1,67.73735269997269,0.2633333333333333,1,4,68.25926560000516,0.9781852000160143,5.0,69.23769179999363,4.9997818999690935,74.23750069993548,74.12016029993538,8.749790500034578,0.25015419989358634,,101,1,1,2025-02-20_20h31.58.161,MID1.0,59.89641513188506,
9,2,8.0,74.2375302000437,Green,74.2378700999543,0.7491434999974445,1.5,74.98727309994865,1.5001443000510335,1,76.48747930000536,0.2633333333333333,1,5,76.99852759996429,0.9891925000119954,5.0,77.98805829999037,4.9996383000398055,82.98772149998695,82.87016029993538,8.749871200066991,0.2501015999587253,,101,1,1,2025-02-20_20h31.58.161,MID1.0,59.89641513188506,
10,2,6.0,82.98774989997037,Blue,82.98808289994486,0.7491004000185058,1.5,83.73740740003996,1.5002143000019714,1,85.23768320004456,0.23,1,5,85.76219139993191,0.9922214000253007,3.0,86.7546801000135,2.9999826999846846,89.75470159994438,89.62016029993538,6.766638800036162,0.21689799998421222,,101,1,1,2025-02-20_20h31.58.161,MID1.0,59.89641513188506,
11,2,6.0,89.75475169997662,Blue,89.75510579999536,0.7488426000345498,1.5,90.50417319999542,1.500208399957046,1,92.00444499996956,0.23,1,5,92.52662120002788,0.9945089999819174,2.0,93.52136729995254,1.9997790000634268,95.52117069996893,95.37016029993538,5.76608380000107,0.21678010001778603,,101,1,1,2025-02-20_20h31.58.161,MID1.0,59.89641513188506,
