.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,Target_Resp.rt,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,8.0,8.338972399999875,Green,8.339914400000453,0.7485968000000867,3.0,9.090616700000282,2.9984033000000636,1,0.2501441000003979,12.089103299999806,0.2633333333333333,1,1,12.628282700000454,0.9777642999997624,3.5,13.60629710000012,3.499789899999996,17.10613199999989,17.07335030000013,8.76624030000039,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
1,3,2.0,17.106162799999765,Green,17.106539200000043,0.7490702000004603,2.5,17.855855599999813,2.4999726000005467,0,,20.35591000000022,0.16333333333333333,-1,1,20.878406200000427,0.9773803999996744,4.0,21.85610319999978,4.000180400000318,25.856339500000104,25.82335030000013,8.74982,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
2,3,5.0,25.856369899999663,Green,25.856761600000027,0.7488597999999911,1.5,26.605869699999857,1.5001140000003943,0,,28.106070400000135,0.21333333333333332,-1,1,28.636276400000497,0.9866403999994873,7.0,29.623163199999908,6.999826100000064,36.623018299999785,36.57335030000013,10.76627660000031,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
3,3,8.0,36.62305120000019,Blue,36.62343239999973,0.749112000000423,3.0,37.372791900000266,2.999944499999401,1,0.24997259999963717,40.37282200000027,0.2633333333333333,1,1,40.89964130000044,0.9900612999999794,4.5,41.89000209999995,4.499760800000331,46.389792099999795,46.32335030000013,9.766379900000175,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
4,3,8.0,46.389821499999925,Green,46.39020410000012,0.7487696999996842,1.5,47.139192900000126,1.5000548999996681,1,0.2502802999997584,48.63931130000037,0.2633333333333333,1,2,49.15424390000044,0.9855713999995714,2.0,50.14006270000027,1.9997929000001022,52.13988429999972,52.07335030000013,5.7497002999998585,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
5,2,5.0,52.139914500000486,Green,52.14029540000047,0.748744199999237,2.0,52.889260699999795,2.0006350000003295,0,,54.889975300000515,0.21333333333333332,-1,2,55.42394400000012,0.9826266999998552,2.5,56.40683050000007,2.4997589000004155,58.90661780000028,58.82335030000013,6.76634279999962,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
6,2,7.0,58.906647599999815,Green,58.90703880000001,0.7489252000004853,1.5,59.65619940000033,1.500387299999602,1,0.23355149999952118,61.15666830000009,0.24666666666666667,1,3,61.68961599999966,0.9841650000007576,2.0,62.67406269999992,1.999027599999863,64.67311840000002,64.57335030000013,5.766099600000416,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
7,2,7.0,64.67314869999973,Green,64.67353259999982,0.749111900000571,2.0,65.42289249999976,2.000213000000258,1,0.2333223999994516,67.42318609999984,0.24666666666666667,1,4,67.95281880000039,0.9872553999994125,3.5,68.94031790000008,3.4997706000003745,72.44011740000042,72.32335030000013,7.766604600000392,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
8,1,5.0,72.44014650000008,Blue,72.44052830000055,0.7491089999994074,1.5,73.18988580000041,1.500119999999697,0,,74.69009000000005,0.21333333333333332,-1,4,75.22135340000023,0.9854426000001695,5.0,76.20708000000013,4.999794199999997,81.20690360000026,81.07335030000013,8.766395399999965,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
9,1,6.0,81.20693459999984,Green,81.20731429999978,0.7487868000007438,3.0,81.95634289999998,3.0005443999998533,1,0.21656480000001466,84.95696940000016,0.23,1,5,85.49610800000028,0.9774867999994967,4.5,86.47385149999991,4.499801599999955,90.9736812000001,90.82335030000013,9.766386700000112,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
10,1,6.0,90.97371019999991,Blue,90.97409500000049,0.7491461999998137,1.5,91.72348059999968,1.5001545000004626,0,,93.22371629999998,0.23,-1,5,93.76153400000021,0.9782913999997618,2.0,94.7400749999997,2.0004980000003343,96.74062800000047,96.57335030000013,5.766553699999349,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
11,1,7.0,96.74065979999978,Green,96.74105280000003,0.7489451999999801,1.5,97.49024149999968,1.4999218000002656,1,0.23327659999995376,98.99024550000013,0.24666666666666667,1,6,99.52854130000014,0.9785435000003417,2.0,100.50733149999996,1.9998598000001948,102.50724700000046,102.32335030000013,5.766214600000239,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
12,1,7.0,102.50728270000036,Green,102.50767040000028,0.7488524999998845,1.5,103.25680350000039,1.500094099999842,1,0.2335508000005575,104.75697910000054,0.24666666666666667,1,7,105.28653230000054,0.9872626999995191,5.0,106.27413539999998,4.999969000000419,111.27416170000015,111.07335030000013,8.766511699999683,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
13,1,6.0,111.27419259999988,Green,111.27462749999995,0.7489050000003772,2.5,112.02378150000004,2.5001373000004605,1,0.21660719999999856,114.52400279999983,0.23,1,8,115.04655809999986,0.9940864000000147,3.0,116.04089860000022,2.9997702000000572,119.04069849999996,118.82335030000013,7.766091600000436,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
14,1,6.0,119.0407280999998,Blue,119.04111410000041,0.7491451999994752,1.5,119.79049920000034,1.4999668000000383,0,,121.2905539000003,0.23,-1,8,121.82243550000021,0.9849076000000423,5.0,122.80759080000007,4.999869500000386,127.80748850000055,127.57335030000013,8.76639410000007,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
15,1,7.0,127.80752099999972,Blue,127.80791479999971,0.749154200000703,1.5,128.5573102999997,1.5001045000008162,0,,130.0574999999999,0.24666666666666667,-1,8,130.57086679999975,0.9866473000001861,7.0,131.55776250000054,6.999851399999898,138.5576430000001,138.32335030000013,10.749748899999759,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
16,1,8.0,138.55767339999966,Green,138.5580600000003,0.7491049999998722,1.5,139.30740570000034,1.5001670000001468,1,0.2503791999997702,140.80765830000018,0.2633333333333333,1,9,141.33980659999997,0.9843601000002309,3.0,142.32444810000015,2.999471299999641,145.32394620000014,145.07335030000013,6.765905799999928,,101,3,1,2025-02-27_20h22.49.754,MID1.0,60.01568810089684,
