.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,Target_Resp.rt,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,8.0,8.35559359996114,Green,8.356138400034979,0.7488742999266833,3.0,9.105302499956451,3.000209900084883,1,0.2502548999618739,12.105615900014527,0.2633333333333333,1,1,12.627164100063965,0.9783851999090984,3.5,13.605793499969877,3.49986490001902,17.105686499970034,17.088787200045772,8.749568499973975,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
1,3,2.0,17.10571799997706,Green,17.106123100034893,0.7490175999701023,2.5,17.855378100066446,2.5000892999814823,0,,20.355550299980678,0.16333333333333333,-1,1,20.87695199996233,0.9784041000530124,4.0,21.855629700003192,4.000039300066419,25.85573920002207,25.838787200045772,8.749637899920344,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
2,3,5.0,25.855770700029097,Green,25.856183300027624,0.7491547999670729,1.5,26.605574800050817,1.500282899942249,0,,28.10595460003242,0.21333333333333332,-1,1,28.634879300021566,0.9873169999336824,7.0,29.622441499959677,6.999829700100236,36.62229810003191,36.58878720004577,10.766140299965627,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
3,3,8.0,36.62232900003437,Blue,36.622723200009204,0.7493758000200614,3.0,37.372338699991815,3.000327300047502,1,0.25031350005883723,40.37276209995616,0.2633333333333333,1,1,40.89988350006752,0.9891108999727294,4.5,41.889240300050005,4.500008799950592,46.38931850006338,46.33878720004577,9.766614999971353,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
4,3,8.0,46.38934940006584,Green,46.38976389996242,0.7488005000632256,1.5,47.138787399977446,1.5002557000843808,1,0.2503099999157712,48.6391367999604,0.2633333333333333,1,2,49.15265070006717,0.9867648999206722,2.0,50.139686699956656,1.9996065000304952,52.13934800005518,52.08878720004577,5.749606400029734,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
5,3,5.0,52.13939480006229,Green,52.13977370003704,0.7492383000208065,2.0,52.88924789999146,2.000008000060916,1,0.20044859999325126,54.889340199995786,0.21333333333333332,1,3,55.4006553000072,0.9887983000371605,2.5,56.389699000050314,2.499772800016217,58.88949750002939,58.83878720004577,6.749745499924757,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
6,2,5.0,58.88952770002652,Green,58.889936699997634,0.7489677000558004,1.5,59.63914550002664,1.5005254000425339,0,,61.13975950004533,0.21333333333333332,-1,3,61.65220170002431,0.9872137999627739,2.0,62.639671899960376,1.99967730010394,64.63937620003708,64.58878720004577,5.749458199949004,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
7,2,7.0,64.63940500002354,Green,64.63981269998476,0.7492714000400156,2.0,65.38932650000788,1.9999631999526173,1,0.23351869999896735,67.3893838999793,0.24666666666666667,1,4,67.90760709997267,0.9820434000575915,3.5,68.88994460005779,3.4996541999280453,72.38962529995479,72.33878720004577,7.74983380001504,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
8,2,7.0,72.38965540006757,Blue,72.39006170001812,0.7491191000444815,1.5,73.13942689995747,1.500142400036566,1,0.23348919989075512,74.63966610003263,0.24666666666666667,1,4,75.17127130005974,0.9850161999929696,5.0,76.15658559999429,4.99985560006462,81.15647000004537,81.08878720004577,8.766431299969554,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
9,1,5.0,81.1565015000524,Green,81.15689330000896,0.7487298999913037,3.0,81.90587290003896,3.0002802999224514,0,,84.90624370006844,0.21333333333333332,-1,4,85.4319479999831,0.9912035000743344,4.5,86.42339370003901,4.499819900025614,90.92324050003663,90.83878720004577,9.766371899982914,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
10,1,6.0,90.92327350005507,Blue,90.92367879999802,0.7491467000218108,1.5,91.67306030006148,1.500321100000292,0,,93.1734777999809,0.23,-1,4,93.69546449999325,0.994351000059396,2.0,94.69005470001139,1.9998312999960035,96.68994229997043,96.58878720004577,5.766286800033413,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
11,1,7.0,96.68997619999573,Green,96.69036010000855,0.7491172000300139,1.5,97.43971449998207,1.5000944000203162,1,0.2335464000934735,98.93990570004098,0.24666666666666667,1,5,99.47356149996631,0.9829359001014382,2.0,100.45673960004933,1.9998017000034451,102.45664300001226,102.33878720004577,5.766307199955918,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
12,1,7.0,102.45668449997902,Green,102.45719900005497,0.7490583999315277,1.5,103.20649350003805,1.4998106999555603,1,0.23377339995931834,104.70637090003584,0.24666666666666667,1,6,105.21807219996117,0.9886782000539824,5.0,106.2070539999986,4.999665400013328,111.20676129998174,111.08878720004577,8.749592400039546,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
13,1,6.0,111.20679079997353,Green,111.20719610003289,0.7491552999708802,2.5,111.95658880006522,2.500225399970077,1,0.2167586999712512,114.4569142999826,0.23,1,7,114.97927590005565,0.9942885999334976,3.0,115.97380300005898,2.9997853999957442,118.97363280004356,118.83878720004577,7.76645589992404,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
14,1,6.0,118.97366280003916,Blue,118.97406699997373,0.7490035000955686,1.5,119.72331659996416,1.5000808000331745,0,,121.22349250002299,0.23,-1,7,121.73874940001406,0.9847970999544486,5.0,122.72380719997454,4.999697900027968,127.72353299998213,127.58878720004577,8.749485400039703,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
15,1,7.0,127.7235640999861,Blue,127.72394739999436,0.7492762999609113,1.5,128.4734658000525,1.5000562999630347,1,0.23359570000320673,129.97360799997114,0.24666666666666667,1,7,130.50604919996113,0.9843437999952585,7.0,131.49070910003502,6.9996070000343025,138.4903433000436,138.33878720004577,10.766417699982412,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
16,1,7.0,138.4903731000377,Green,138.49085309996735,0.7490040000993758,1.5,139.240094400011,1.5000039000296965,1,0.23350159998517483,140.74018269998487,0.24666666666666667,1,8,141.25317889999133,0.9875725000165403,3.0,142.24104410002474,2.999375500017777,145.24044740002137,145.08878720004577,6.74961549998261,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
17,1,6.0,145.24047840002459,Blue,145.240885599982,0.7492263000458479,2.0,145.99036229995545,1.9999129000352696,1,0.21687370003201067,147.99037380004302,0.23,1,8,148.51964960002806,0.9874830000335351,2.5,149.50737620005384,2.499720299965702,152.0071239999961,151.83878720004577,6.766260000062175,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
18,1,6.0,152.00715449999552,Blue,152.00753239996266,0.7493194000562653,1.5,152.7570934999967,1.5002974000526592,1,0.21679500001482666,154.2574859999586,0.23,1,8,154.77932500001043,0.9946436999598518,2.0,155.77425420004874,1.99982829997316,157.77418619999662,157.58878720004577,5.766673700069077,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
19,1,5.0,157.77423460001592,Blue,157.77465440006927,0.7489606998860836,3.0,158.52385420002975,2.9999131000367925,0,,161.52384799998254,0.21333333333333332,-1,8,162.03288820001762,0.9920548000372946,8.5,163.02523879997898,8.499139000079595,171.524404100026,171.33878720004577,13.749769499991089,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
20,1,6.0,171.5244354000315,Green,171.5248420999851,0.7489487000275403,2.0,172.27403329999652,2.0000084000639617,1,0.21699820004869252,174.27416110003833,0.23,1,9,174.80886900005862,0.9817113999743015,7.5,175.79085360001773,7.5000504000345245,183.2909644000465,183.08878720004577,11.76614389999304,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
21,1,6.0,183.29099690006115,Blue,183.29149069997948,0.7490512999938801,1.5,184.04078439995646,1.5002138999989256,0,,185.5410966000054,0.23,-1,9,186.079070399981,0.9782454000087455,2.0,187.0575622000033,2.000068600056693,189.0577017000178,188.83878720004577,5.766233999980614,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
22,1,7.0,189.05773380002938,Blue,189.05814750003628,0.7491513999411836,1.5,189.80753940006252,1.5001650999765843,1,0.23353680002037436,191.30780259997118,0.24666666666666667,1,9,191.82434120005928,0.9832751000067219,7.0,192.80786719999742,7.000173500040546,199.80809539998882,199.58878720004577,10.74997030000668,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
23,1,7.0,199.80812739999965,Green,199.8085172000574,0.7489150000037625,2.0,200.55766980000772,2.000199000001885,1,0.23366899997927248,202.5579701999668,0.24666666666666667,1,10,203.06965419999324,0.9881858000298962,3.5,204.05809089995455,3.5001430000411347,207.5583027000539,207.33878720004577,7.749807599931955,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
24,1,6.0,207.55833380005788,Blue,207.5587446000427,0.7488555000163615,1.5,208.30783649999648,1.4997572000138462,0,,209.80764540005475,0.23,-1,10,210.3412850999739,0.9832624000264332,5.0,211.3248467000667,4.999891399987973,216.32478060002904,216.08878720004577,8.766057299915701,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
25,1,7.0,216.3248105000239,Green,216.32521909999195,0.7488651999738067,1.5,217.07432310003787,1.5005824000108987,1,0.233574700076133,218.57498799997848,0.24666666666666667,1,11,219.1080933000194,0.9831944999750704,3.0,220.09154319996014,3.000175300054252,223.0917735999683,222.83878720004577,6.766578200040385,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
26,1,7.0,223.0918140000431,Blue,223.0922062000027,0.748738200054504,1.5,223.84121019998565,1.500133000081405,1,0.233440300100483,225.34143949998543,0.24666666666666667,1,11,225.85569090000354,0.9858677999582142,2.0,226.84180399996694,1.9995594000210986,228.84139029996004,228.58878720004577,5.749206900014542,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
27,1,6.0,228.84142099996097,Green,228.84180779999588,0.749332100036554,1.5,229.59137789998204,1.5001214999938384,1,0.21661899995524436,231.09159910003655,0.23,1,12,231.61575720005203,0.9923264000099152,3.0,232.60833890002687,2.9998822000343353,235.60829210001975,235.33878720004577,6.766503799939528,,104,3,1,2025-05-04_20h36.43.678,MID1.0,59.98936987255245,
