.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Target_Resp.rt,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,8.0,8.3736377999885,Blue,8.374202399980277,0.749159500002861,1.5,9.123648099950515,1.5001491999719292,0,10.623896699980833,0.2633333333333333,-1,0,11.163211899925955,0.976896799984388,2.0,12.140354099916294,2.000295100035146,14.140720999916084,14.107111499994062,5.766543800011277,,,104,2,2,2025-05-01_20h48.27.058,MID1.0,59.971057984410514,
1,3,14.0,14.140754299936816,Green,14.141131700016558,0.7490168999647722,1.5,14.890412800014019,1.5001121999230236,1,16.390620399964973,0.36333333333333334,1,1,16.913579499931075,0.9771174000343308,2.0,17.890936599927954,1.9997468000510707,19.890711799962446,19.857111499994062,5.749600100098178,0.35024820000398904,,104,2,2,2025-05-01_20h48.27.058,MID1.0,59.971057984410514,
2,3,11.0,19.89074109995272,Blue,19.891111299977638,0.7490731999278069,1.5,20.64043489994947,1.5001652999781072,1,22.140698199975304,0.31333333333333335,1,1,22.67151809995994,0.9861218000296503,2.0,23.657983199926093,1.999128399998881,25.65713969990611,25.607111499994062,5.766047999961302,0.299862900050357,,104,2,2,2025-05-01_20h48.27.058,MID1.0,59.971057984410514,
3,3,11.0,25.657169799902476,Blue,25.657548399991356,0.7491307000163943,2.0,26.406949699972756,2.000288899987936,1,28.4073337999871,0.31333333333333335,1,1,28.913407599902712,0.9938243000069633,5.5,29.90746949997265,5.4998746999772266,35.40737329993863,35.35711149999406,9.74984519998543,0.30027040001004934,,104,2,2,2025-05-01_20h48.27.058,MID1.0,59.971057984410514,
4,3,8.0,35.40740439994261,Green,35.40777639998123,0.7493146000197157,1.5,36.15739169996232,1.500016100006178,1,37.65751339995768,0.2633333333333333,1,2,38.18100899993442,0.9931647999910638,5.0,39.174469199962914,4.99995059997309,44.17450610001106,44.10711149999406,8.76674989995081,0.2502776999026537,,104,2,2,2025-05-01_20h48.27.058,MID1.0,59.971057984410514,
5,3,8.0,44.17453789990395,Green,44.174921199912205,0.748605800094083,1.5,44.92378129996359,1.500424199970439,1,46.42428919998929,0.2633333333333333,1,3,46.930334799923,0.9940223000012338,7.0,47.92460329993628,7.000009400071576,54.924641699995846,54.85711149999406,10.749741000006907,0.25040030002128333,,104,2,2,2025-05-01_20h48.27.058,MID1.0,59.971057984410514,
6,3,5.0,54.924669899977744,Blue,54.925038899993524,0.7489543999545276,1.5,55.67422799998894,1.5001496999757364,0,57.17446139990352,0.21333333333333332,-1,3,57.70701020001434,0.9841363999294117,3.0,58.6913862999063,2.9993740000063553,61.69078940001782,61.60711149999406,6.765770299942233,,,104,2,2,2025-05-01_20h48.27.058,MID1.0,59.971057984410514,
7,3,8.0,61.69082129991148,Green,61.69121640000958,0.749549699947238,3.0,62.44099809997715,2.9999499999685213,1,65.44104539998807,0.2633333333333333,1,4,65.98077949997969,0.977252300013788,6.5,66.95832189999055,6.499248499982059,73.45759829995222,73.35711149999406,11.766406399896368,0.2504830000689253,,104,2,2,2025-05-01_20h48.27.058,MID1.0,59.971057984410514,
8,2,8.0,73.45763129997067,Blue,73.45797749992926,0.7495685999747366,2.0,74.20777899993118,2.0001018000766635,1,76.20798479998484,0.2633333333333333,1,4,76.7378466000082,0.986816699965857,2.5,77.72490439994726,2.499729200033471,80.22466309997253,80.10711149999406,6.766706399968825,0.2497956999577582,,104,2,2,2025-05-01_20h48.27.058,MID1.0,59.971057984410514,
9,2,6.0,80.22469429997727,Green,80.22507629997563,0.7490695000160486,3.0,80.97437929990701,3.000264900038019,1,83.97473209991585,0.23,1,5,84.49855469993781,0.9927438000449911,8.5,85.49154710001312,8.499932399950922,93.99155059992336,93.85711149999406,13.766495099989697,0.21682730002794415,,104,2,2,2025-05-01_20h48.27.058,MID1.0,59.971057984410514,
10,2,6.0,93.99158219993114,Blue,93.9919601000147,0.7491512999404222,3.0,94.74134479998611,3.0001286999322474,0,97.74157139996532,0.23,-1,5,98.27366459998302,0.9845914000179619,3.5,99.258551399922,3.4999321000650525,102.75855359993875,102.60711149999406,8.766613700077869,,,104,2,2,2025-05-01_20h48.27.058,MID1.0,59.971057984410514,
