.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Target_Resp.rt,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,10.0,8.191521500004455,Blue,8.192179600009695,0.7492750000674278,3.0,8.941769300028682,2.9997322000563145,0,11.941600900143385,0.29666666666666663,-1,0,12.504355899989605,0.9541502001229674,8.5,21.9585007999558,0.00021890015341341496,21.95883550005965,21.924792000092566,13.766698899911717,,,644,6,2,2025-02-13_18h43.53.559,MID1.0,59.93924556466372,
1,6,15,21.958947000093758,Green,21.960359300021082,0.7482175999321043,1.5,22.709399699931964,1.4992596001829952,0,24.20883859996684,0.38,-1,0,24.748540099943057,0.9771711002103984,7.0,32.72491510002874,0.00017339992336928844,32.72515400010161,32.674792000092566,10.764870800077915,,,644,6,2,2025-02-13_18h43.53.559,MID1.0,59.93924556466372,
2,6,15,32.725222799926996,Green,32.726028700126335,0.7487945000175387,2.0,33.475342200137675,1.999392399797216,0,35.47483540000394,0.38,-1,0,35.9873399999924,0.9881504001095891,2.5,39.47525479993783,0.0002929000183939934,39.47578360000625,39.424792000092566,6.749816399998963,,,644,6,2,2025-02-13_18h43.53.559,MID1.0,59.93924556466372,
3,3,15,39.475896399933845,Green,39.47745810006745,0.7478895999956876,2.5,40.22557449992746,2.4992689001373947,1,42.72493329993449,0.38,1,1,43.28635780001059,0.9554773001000285,4.0,48.24145009997301,0.00018030009232461452,48.24169529997744,48.174792000092566,8.764307199977338,0.367999300127849,,644,6,2,2025-02-13_18h43.53.559,MID1.0,59.93924556466372,
4,3,12,48.24176310002804,Blue,48.2425752999261,0.749541400000453,2.5,48.99309450015426,2.498416699934751,1,51.49164370005019,0.33,1,1,52.03685489995405,0.974760000128299,3.0,56.00830530002713,0.00023990008048713207,56.00865319999866,55.924792000092566,7.766141299856827,0.31923660007305443,,644,6,2,2025-02-13_18h43.53.559,MID1.0,59.93924556466372,
5,3,12,56.008763700025156,Blue,56.0104946999345,0.7487272000871599,2.0,56.76031709997915,1.9978869000915438,0,58.75834270007908,0.33,-1,1,59.298556900117546,0.9764531999826431,5.5,65.77447240008041,0.00013180007226765156,65.77464510011487,65.67479200009257,9.764222300145775,,,644,6,2,2025-02-13_18h43.53.559,MID1.0,59.93924556466372,
6,3,15,65.77469100011513,Blue,65.77526480006054,0.7495973999612033,3.0,66.52552259992808,3.000203400151804,1,69.52592690009624,0.38,1,1,70.0799496001564,0.9615460999775678,3.5,74.54176639998332,0.000457199988886714,74.54258360015228,74.42479200009257,8.76736590010114,0.3670364001300186,,644,6,2,2025-02-13_18h43.53.559,MID1.0,59.93924556466372,
7,2,15,74.54269209993072,Blue,74.54426979995333,0.7470254001673311,2.0,75.29178520012647,2.0003992000129074,1,77.29238440003246,0.38,1,1,77.83350690011866,0.9746049998793751,2.5,81.30801269994117,0.00019320007413625717,81.30828600004315,81.17479200009257,6.764091399963945,0.36733109992928803,,644,6,2,2025-02-13_18h43.53.559,MID1.0,59.93924556466372,
8,2,13,81.30836919997819,Blue,81.3094782999251,0.7487060001585633,1.5,82.05984300002456,1.4981190001126379,1,83.55808959994465,0.3466666666666667,1,1,84.0732214001473,0.9853809999767691,2.0,87.0582177999895,0.00020200014114379883,87.05848990008235,86.92479200009257,5.749076000181958,0.3338035000488162,,644,6,2,2025-02-13_18h43.53.559,MID1.0,59.93924556466372,
9,2,13,87.05856560007669,Blue,87.05965310009196,0.7481565000489354,2.0,87.8080999001395,1.999850899912417,1,89.80815590010025,0.3466666666666667,1,1,90.32141120010056,0.9862695999909192,2.5,93.79111560015008,0.01674769981764257,93.80798409995623,93.67479200009257,6.748389400076121,0.3336555000860244,,644,6,2,2025-02-13_18h43.53.559,MID1.0,59.93924556466372,
