.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,Target_Resp.rt,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,8.0,8.35445400000026,Green,8.35490469999786,0.7491367000038736,2.5,9.104311300005065,2.5002979999990202,1,0.2500298000086332,11.604672000001301,0.2633333333333333,1,1,12.140902400002233,0.9803833000041777,6.0,13.12153109999781,5.999916400003713,19.1215058999951,19.088005300000077,10.766623299990897,,101,5,1,2025-03-16_20h23.32.464,MID1.0,59.99066545645332,
1,3,2.0,19.12153910000052,Blue,19.121929300003103,0.7491021000023466,1.5,19.871262500004377,1.500116800001706,0,,21.371461200003978,0.16333333333333333,-1,1,21.91044449999754,0.9776954999979353,2.0,22.8884340999939,1.9996246000082465,24.88808489999792,24.838005300000077,5.766176199991605,,101,5,1,2025-03-16_20h23.32.464,MID1.0,59.99066545645332,
2,3,5.0,24.888111899999785,Green,24.888458500005072,0.7490746999974363,2.0,25.63776009999856,2.000280799999018,1,0.20017659998848103,27.638102900004014,0.21333333333333332,1,2,28.16206649999367,0.9760643000045093,2.5,29.13837250000506,2.4998798000015086,31.638291399998707,31.588005300000077,6.749853199988138,,101,5,1,2025-03-16_20h23.32.464,MID1.0,59.99066545645332,
3,3,5.0,31.63831890000438,Green,31.638665499995113,0.7490351000014925,1.5,32.387923500005854,1.500219699999434,1,0.20026080000388902,33.88820509999641,0.21333333333333332,1,3,34.40074110000569,0.9874737999925856,5.0,35.38845460000448,5.000651900001685,40.38916340000287,40.33800530000008,8.75051889999304,,101,5,1,2025-03-16_20h23.32.464,MID1.0,59.99066545645332,
4,2,2.0,40.38919499999611,Green,40.38959190000605,0.748108299987507,3.0,41.13792520000425,3.0003463000030024,0,,44.138335700001335,0.16333333333333333,-1,3,44.67116810000152,0.9841466999932891,8.5,45.65556689999357,8.499814400012838,54.15543919999618,54.08800530000008,13.765868499991484,,101,5,1,2025-03-16_20h23.32.464,MID1.0,59.99066545645332,
5,2,4.0,54.15547090000473,Blue,54.15587869999581,0.7486874000023818,2.0,54.904790100001264,2.0005348999984562,1,0.1835257999919122,56.90539149999677,0.19666666666666666,1,3,57.42145559999335,0.983842800007551,3.5,58.40553340000042,3.499623399999109,61.905182300004526,61.83800530000008,7.749325199998566,,101,5,1,2025-03-16_20h23.32.464,MID1.0,59.99066545645332,
6,2,4.0,61.90520920000563,Blue,61.90555409999797,0.7491367000038736,2.5,62.65491440000187,2.5003857999981847,0,,65.15538290000404,0.19666666666666666,-1,3,65.68258570000762,0.9892763999960152,4.0,66.67209890000231,3.9998229000048013,70.67194800000289,70.58800530000008,8.766413899997133,,101,5,1,2025-03-16_20h23.32.464,MID1.0,59.99066545645332,
7,2,6.0,70.6719754000078,Green,70.67231690000335,0.7490574999974342,3.0,71.42159959999844,3.0003175000019837,1,0.2168692999985069,74.42198110000754,0.23,1,4,74.94505170000775,0.9769517999957316,3.5,75.92224280000664,3.4996990999934496,79.42196809999587,79.33800530000008,8.749671199999284,,101,5,1,2025-03-16_20h23.32.464,MID1.0,59.99066545645332,
8,2,6.0,79.42199499999697,Blue,79.42233469999337,0.7498189000034472,2.5,80.1723772999976,2.4996762000082526,1,0.21686129999579862,82.67210429999977,0.23,1,4,83.2041801000014,0.9847981999919284,4.0,84.18927060000715,3.9996121999865863,88.18890949999331,88.08800530000008,8.766595100008999,,101,5,1,2025-03-16_20h23.32.464,MID1.0,59.99066545645332,
9,1,4.0,88.18893770000432,Green,88.1892799000052,0.7490250999981072,1.5,88.93852969999716,1.5002399000077276,0,,90.43883300000743,0.19666666666666666,-1,4,90.96440850000363,0.9910856999922544,5.0,91.95574580000539,4.999705099995481,96.95547909999732,96.83800530000008,8.766219900004216,,101,5,1,2025-03-16_20h23.32.464,MID1.0,59.99066545645332,
10,1,5.0,96.95550759999605,Blue,96.95584350000718,0.7493400999956066,1.5,97.70543230000476,1.5001497999910498,0,,99.20564569999988,0.21333333333333332,-1,4,99.71159190000617,0.9941347999993013,3.0,100.70595899999898,2.9996152999956394,103.70560080000723,103.58800530000008,6.749777200006065,,101,5,1,2025-03-16_20h23.32.464,MID1.0,59.99066545645332,
11,1,6.0,103.70562760000757,Green,103.70597520000592,0.7495220999990124,1.5,104.45575170000666,1.499853199988138,1,0.21683050000865478,105.95566890000191,0.23,1,5,106.47080559999449,0.9848499000072479,2.0,107.4559028000076,1.9997690999880433,109.45569849999447,109.33800530000008,5.749743499996839,,101,5,1,2025-03-16_20h23.32.464,MID1.0,59.99066545645332,
