.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Target_Resp.rt,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,8.0,8.360147099941969,Green,8.36063429992646,0.7488464000634849,2.0,9.109772399999201,2.000169000006281,0,11.110033999895677,0.2633333333333333,-1,0,11.65053669991903,0.9759488999843597,2.5,12.626745499903336,2.5001207999885082,15.126950099947862,15.093650899943896,6.7663381999591365,,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
1,3,14.0,15.127016099984758,Green,15.127481199917383,0.7487849000608549,2.0,15.876506499946117,2.0004086999688298,1,17.87700939993374,0.36333333333333334,1,1,18.417308799922466,0.975975300068967,3.5,19.393540299963206,3.499833600013517,22.89343249995727,22.843650899943896,7.765971799963154,0.3500830999109894,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
2,3,11.0,22.89346429996658,Green,22.89389849989675,0.7493659000610933,1.5,23.643515300005674,1.5000984999351203,1,25.143709199968725,0.31333333333333335,1,2,25.672742799972184,0.9874474999960512,5.0,26.660470300004818,4.999890699982643,31.66041629994288,31.593650899943896,8.76653950009495,0.30041659995913506,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
3,3,11.0,31.6604472999461,Blue,31.66085019998718,0.7487661999184638,1.5,32.40983659995254,1.5008831999730319,1,33.910811199923046,0.31333333333333335,1,2,34.43486209993716,0.991994500043802,2.0,35.427140299929306,1.9995991999749094,37.4267656999873,37.343650899943896,5.765934999915771,0.30020940001122653,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
4,3,8.0,37.42679359996691,Blue,37.4271384999156,0.7493936000391841,2.5,38.17677769996226,2.5001632999628782,1,40.67703439993784,0.2633333333333333,1,2,41.18303309998009,0.9940564000280574,4.0,42.17732939997222,3.999840599950403,46.177211300004274,46.093650899943896,8.750092500005849,0.25012960005551577,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
5,3,8.0,46.17724029999226,Green,46.17762719991151,0.7496391000458971,2.0,46.927501199999824,1.9996495998930186,1,48.92720199993346,0.2633333333333333,1,3,49.45107710000593,0.9927124999230728,3.5,50.44407269998919,3.4998164999997243,53.94391589995939,53.843650899943896,7.766307899961248,0.25018750003073364,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
6,3,5.0,53.943944999948144,Green,53.94432319991756,0.7487942000152543,3.0,54.69333439995535,3.000441799988039,1,57.69387199997436,0.21333333333333332,1,4,58.216366199892946,0.9943084000842646,3.5,59.21097459993325,3.4998468999983743,62.71084939991124,62.593650899943896,8.766545700025745,0.19982410001102835,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
7,3,5.0,62.710892999893986,Blue,62.71130039996933,0.74906269996427,1.5,63.460614899988286,1.5000966999214143,1,64.9608088999521,0.21333333333333332,1,4,65.4845764999045,0.9927319000707939,2.0,66.47759439994115,1.9999429000308737,68.47759769996628,68.3436508999439,5.766316999914125,0.20034390001092106,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
8,3,2.0,68.47762849996798,Blue,68.47805379994679,0.7491649000439793,2.0,69.22745799995027,1.9998530000448227,0,71.22736319992691,0.16333333333333333,-1,4,71.7368910999503,0.9906726999906823,2.5,72.72786220000125,2.4997451999224722,75.22763529990334,75.0936508999439,6.74960199999623,,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
9,3,5.0,75.22766529989894,Green,75.22805679996964,0.7491283999988809,1.5,75.97742019989528,1.5001318000722677,1,77.47763219999615,0.21333333333333332,1,5,77.99742159992456,0.9802621999988332,3.0,78.97792380000465,2.999762799940072,81.977713799919,81.8436508999439,6.749676199979149,0.20003429998178035,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
10,2,5.0,81.97774229990318,Blue,81.97811959998216,0.7491256999783218,1.5,82.72749029996339,1.5001079000066966,1,84.22769430000335,0.21333333333333332,1,5,84.75996659998782,0.9844549999106675,3.0,85.74467559996992,2.999517299933359,88.74422459991183,88.5936508999439,6.76612489996478,0.20035299996379763,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
11,2,3.0,88.74425549991429,Blue,88.74470309994649,0.7492850000271574,2.0,89.4942401999142,2.0001192000927404,0,91.4944538999116,0.18,-1,5,92.0195407998981,0.9914528999943286,5.5,93.01124529994559,5.499579600058496,98.51085039996542,98.3436508999439,9.766169599955902,,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
12,2,5.0,98.51088049996179,Blue,98.51121159992181,0.7495550999883562,1.5,99.26100519997999,1.5003417999250814,1,100.76143919990864,0.21333333333333332,1,5,101.28813489992172,0.9896283000707626,2.0,102.2780555000063,1.999521299963817,104.2776052999543,104.0936508999439,5.7664130999473855,0.2003362999530509,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
13,1,5.0,104.27763439994305,Blue,104.27802379999775,0.749347599921748,1.5,105.02762119995896,1.500193199957721,1,106.52790739992633,0.21333333333333332,1,5,107.05741329991724,0.9874625999946147,2.0,108.0452035999624,1.9993562999879941,110.04459459998179,109.8436508999439,5.766590000013821,0.20011289999820292,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
14,1,4.0,110.04462359996978,Green,110.0450074999826,0.7491837999550626,1.5,110.79443329991773,1.4999450000468642,0,112.29446929995902,0.19666666666666666,-1,5,112.81966439995449,0.9914954999694601,2.0,113.81144749990199,1.9996248000534251,115.81109929992817,115.5936508999439,5.766111099976115,,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
15,1,5.0,115.81112799991388,Green,115.81150329997763,0.7490523000014946,2.0,116.5608210999053,2.0007017999887466,1,118.56161669990979,0.21333333333333332,1,6,119.09731369989458,0.980582500109449,3.5,120.0781399999978,3.4998122999677435,123.57797909993678,123.3436508999439,7.766495199990459,0.2001524999504909,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
16,1,5.0,123.57800849992782,Green,123.57838029996492,0.7492670000065118,1.5,124.32789640000556,1.499967799987644,1,125.82794529991224,0.21333333333333332,1,7,126.34110049996525,0.9867309000110254,2.0,127.3280814999016,1.999820200027898,129.32793279993348,129.0936508999439,5.7495716999983415,0.19987410004250705,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
17,1,4.0,129.32796549994964,Green,129.32850279996637,0.7489063999382779,1.5,130.07763139996678,1.500163699965924,0,131.5778553999262,0.19666666666666666,-1,7,132.09356700000353,0.9845942999236286,3.0,133.07846140000038,2.99979099992197,136.07827929989435,135.8436508999439,6.749812399968505,,,101,11,2,2025-04-13_21h05.42.344,MID1.0,60.01993859375511,
