.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,Target_Resp.rt,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,8.0,8.383669900009409,Blue,8.384223399916664,0.7492496001068503,1.5,9.133767700055614,1.500262500019744,1,0.25014840019866824,10.634125499986112,0.2633333333333333,1,0,11.171887600095943,0.9789689998142421,2.0,12.151207200018689,1.9991621999070048,14.150396700017154,14.117331499932334,5.766195900039747,,101,8,1,2025-03-30_20h55.00.334,MID1.0,59.93475510093025,
1,3,2.0,14.15042579988949,Green,14.150778899900615,0.7491119001060724,2.5,14.900110400049016,2.5005162998568267,0,,17.400711700087413,0.16333333333333333,-1,0,17.931733899982646,0.9853723999112844,4.0,18.917339199921116,4.000047600129619,22.917456399882212,22.867331499932334,8.7667008000426,,101,8,1,2025-03-30_20h55.00.334,MID1.0,59.93475510093025,
2,3,5.0,22.91749390005134,Green,22.91791579988785,0.7487885002046824,2.0,23.666930200066417,2.0003938998561352,1,0.2000595999415964,25.66741729993373,0.21333333333333332,1,1,26.18812599987723,0.9796367001254112,3.5,27.168081399984658,3.499103199923411,30.667212300002575,30.617331499932334,7.749317200155929,,101,8,1,2025-03-30_20h55.00.334,MID1.0,59.93475510093025,
3,3,5.0,30.667239800095558,Blue,30.667618100065738,0.7494449999649078,2.0,31.417306100018322,2.0001825999934226,1,0.20038429996930063,33.41758599993773,0.21333333333333332,1,1,33.93337229988538,0.9842232000082731,3.5,34.917841400019825,3.4998472998850048,38.4177151999902,38.367331499932334,7.750117500079796,,101,8,1,2025-03-30_20h55.00.334,MID1.0,59.93475510093025,
4,2,2.0,38.41774549987167,Green,38.41815909999423,0.7490546000190079,2.0,39.16746230004355,2.000258999876678,0,,41.16781780007295,0.16333333333333333,-1,1,41.69294169987552,0.9914348002057523,7.5,42.68462749989703,7.499340400099754,50.18399389996193,50.117331499932334,11.765855700010434,,101,8,1,2025-03-30_20h55.00.334,MID1.0,59.93475510093025,
5,2,4.0,50.18402220006101,Blue,50.184395799878985,0.7495839002076536,1.5,50.934222700074315,1.5001183999702334,0,,52.43443019990809,0.19666666666666666,-1,1,52.95727070001885,0.9936104000080377,5.0,53.95112930005416,4.9999529998749495,58.95115330000408,58.867331499932334,8.766778600169346,,101,8,1,2025-03-30_20h55.00.334,MID1.0,59.93475510093025,
6,2,6.0,58.951184399891645,Green,58.951660400023684,0.7486248000059277,1.5,59.70053289993666,1.5007303000893444,1,0.21687370003201067,61.2013570999261,0.23,1,2,61.73536320007406,0.9824126998428255,3.0,62.71802429994568,2.9998693999368697,65.71796280005947,65.61733149993233,6.766344900010154,,101,8,1,2025-03-30_20h55.00.334,MID1.0,59.93475510093025,
7,2,6.0,65.71799400006421,Blue,65.71841760003008,0.7491248999722302,1.5,66.4677913999185,1.4998075000476092,1,0.21608879999257624,67.9676997999195,0.23,1,2,68.49902229988948,0.9855105001479387,7.0,69.48483429988846,6.999834300018847,76.48473710007966,76.36733149993233,10.766340699978173,,101,8,1,2025-03-30_20h55.00.334,MID1.0,59.93475510093025,
8,2,4.0,76.4847683000844,Green,76.48518910002895,0.7490792998578399,1.5,77.23452090006322,1.50011539994739,1,0.1836202999111265,78.73473530006595,0.19666666666666666,1,3,79.25855959998444,0.9928709000814706,3.0,80.25167989986949,2.9997909001540393,83.2514992998913,83.11733149993233,6.766331800026819,,101,8,1,2025-03-30_20h55.00.334,MID1.0,59.93475510093025,
9,1,4.0,83.25152940000407,Blue,83.25195549987257,0.7486777000594884,2.0,84.00085139996372,2.000549399992451,0,,86.00149459997192,0.19666666666666666,-1,3,86.53426519990899,0.9840208000969142,2.5,87.51859049987979,2.4994105000514537,90.01803010003641,89.86733149993233,6.766095300205052,,101,8,1,2025-03-30_20h55.00.334,MID1.0,59.93475510093025,
10,1,5.0,90.0180617000442,Blue,90.01846390007995,0.7492657999973744,3.0,90.76796970004216,3.000157400034368,0,,93.76822480000556,0.21333333333333332,-1,3,94.29688409995288,0.9877198999747634,3.5,95.2848930999171,3.4998095999471843,98.7847295999527,98.61733149993233,8.766286599915475,,101,8,1,2025-03-30_20h55.00.334,MID1.0,59.93475510093025,
11,1,6.0,98.78476059995592,Blue,98.78517420007847,0.7490435999352485,1.5,99.53448659996502,1.5001340000890195,1,0.21693020011298358,101.0347150999587,0.23,1,3,101.56242299987935,0.9892707001417875,5.0,102.55193870002404,4.999820800032467,107.55183329991996,107.36733149993233,8.766681699780747,,101,8,1,2025-03-30_20h55.00.334,MID1.0,59.93475510093025,
