.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,Target_Resp.rt,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,8.0,8.368613599999662,Blue,8.369106699999975,0.7492263000003732,3.0,9.11861620000127,3.0001745999998093,1,0.25018509999972594,12.118872300001385,0.2633333333333333,1,0,12.655912100000933,0.9796222000004491,6.5,13.635786900000312,6.499828800000614,20.135644300000422,20.10218690000147,11.76656019999973,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
1,3,2.0,20.135677000000214,Blue,20.136067000001276,0.7491525999994337,2.0,20.88546150000002,2.0004887000013696,0,,22.886031300000468,0.16333333333333333,-1,0,23.418091400000776,0.9840889000006428,7.5,24.402423000001363,7.49976069999866,31.90221290000045,31.85218690000147,11.76616710000053,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
2,3,5.0,31.902243800001088,Green,31.90263539999978,0.7494048000007751,3.0,32.65228139999999,2.9999404000009235,1,0.20014479999917967,35.652302899999995,0.21333333333333332,1,1,36.17321380000067,0.9793943000004219,3.5,37.15285850000146,3.499723899998571,40.65261020000071,40.60218690000147,8.749996100001226,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
3,3,5.0,40.65264060000118,Green,40.65303180000046,0.7491117999998096,1.5,41.402386200001274,1.5002523999992263,0,,42.9027199000011,0.21333333333333332,-1,1,43.442300599999726,0.9763244000005216,3.0,44.41888420000032,3.0001099000000977,47.419050500000594,47.35218690000147,6.766039300000557,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
4,3,8.0,47.41908280000098,Green,47.41946890000145,0.7493918999989546,1.5,48.16910950000056,1.4999996999995346,0,,49.66919220000091,0.2633333333333333,-1,1,50.18248459999995,0.986581600000136,5.0,51.16931720000139,5.000150699999722,56.169523200000185,56.10218690000147,8.750075699999798,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
5,3,11.0,56.16955620000044,Blue,56.16995440000028,0.7490073000008124,1.5,56.919211300000825,1.4999546999988524,1,0.30017079999925045,58.41924830000062,0.31333333333333335,1,1,58.929859200001374,0.9891803999998956,5.0,59.91927690000011,5.000243700000283,64.91957520000142,64.85218690000147,8.749641800000973,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
6,3,11.0,64.91960610000024,Blue,64.91999469999973,0.7490765000002284,2.0,65.6693138999999,1.9999359000012191,1,0.3001834000006056,67.66933100000097,0.31333333333333335,1,1,68.17536980000114,0.9942636999985552,2.5,69.1699177999999,2.499614600001223,71.6695638000001,71.60218690000147,6.749590499999613,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
7,3,8.0,71.66959680000036,Green,71.6700163000005,0.7490166000006866,2.0,72.41928780000126,2.000285599999188,1,0.2501808000015444,74.41966300000058,0.2633333333333333,1,2,74.9482594000001,0.9878874000005453,2.5,75.93638910000118,2.4998332999984996,78.43625080000129,78.35218690000147,6.766255700000329,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
8,2,8.0,78.43628210000134,Blue,78.4366628000007,0.7491208999999799,1.5,79.18606390000059,1.500347099999999,0,,80.6864927000006,0.2633333333333333,-1,2,81.22157640000114,0.9810945999997784,3.0,82.20291870000074,3.0001785999993444,85.20315219999975,85.10218690000147,6.766510400000698,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
9,2,10.0,85.20318469999984,Green,85.20357330000115,0.7490700999987894,2.0,85.95289520000006,2.000121000000945,1,0.28369129999919096,87.9531036999997,0.29666666666666663,1,3,88.4874419000007,0.9825297000006685,2.5,89.47021440000026,2.4997519999997166,91.96999470000083,91.85218690000147,6.766442299998744,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
10,2,10.0,91.97002580000117,Green,91.9704141000002,0.7488695000010921,1.5,92.71957400000065,1.4999485000007553,1,0.2837987000002613,94.2195898000009,0.29666666666666663,1,4,94.73171739999998,0.9882143000013457,2.0,95.72017870000127,1.9997955999988335,97.72000290000142,97.60218690000147,5.749610200000461,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
11,2,8.0,97.72003380000024,Blue,97.72041800000079,0.7491119999995135,3.0,98.46978080000008,3.000162199999977,1,0.24994709999918996,101.47002460000112,0.2633333333333333,1,4,101.99460730000101,0.9916888999996445,3.5,102.9865389000006,3.499800100000357,106.48637960000087,106.35218690000147,8.765982499999154,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
12,2,8.0,106.48641230000067,Green,106.48676440000054,0.7495065000002796,1.5,107.23651510000127,1.5001844999987952,1,0.2498239000015019,108.73678930000096,0.2633333333333333,1,5,109.26056790000075,0.9925770999998349,2.0,110.25338960000045,1.9999270999996952,112.25338360000023,112.10218690000147,5.766646300000502,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
13,2,6.0,112.25341980000121,Green,112.25383800000054,0.7491740999994363,1.5,113.00326120000136,1.5001337999983662,1,0.21705600000132108,114.5034781000013,0.23,1,6,115.00942430000032,0.9940743999995902,2.0,116.00374060000104,1.9997770999998465,118.0035452000011,117.85218690000147,5.749732299998868,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
14,2,6.0,118.00357540000005,Green,118.00396790000013,0.7491366000012931,2.0,118.75334860000112,1.9999778000001243,1,0.21674389999861887,120.75341529999969,0.23,1,7,121.25934740000048,0.9941660000004049,3.5,122.25375590000112,3.4998663999995188,125.75365150000107,125.60218690000147,7.7497046000007686,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
15,2,4.0,125.75368309999976,Green,125.75407439999981,0.7491354000012507,2.0,126.50345449999986,2.000152700000399,1,0.183865799999694,128.5036882000004,0.19666666666666666,1,8,129.0255887000003,0.9944336999997176,2.5,130.02030940000077,2.499841099999685,132.52018000000135,132.35218690000147,6.766126799999256,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
16,2,4.0,132.52021290000084,Green,132.52066449999984,0.7488040000007459,2.0,133.26968800000031,2.00063179999961,1,0.1837324999996781,135.27040790000137,0.19666666666666666,1,9,135.79282200000125,0.9942596000000776,2.5,136.78732320000017,2.4997882999996364,139.28714010000112,139.10218690000147,6.7664977999993425,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
17,1,2.0,139.28717160000087,Green,139.2875537,0.749183500000072,2.0,140.03698740000073,2.0000266000006377,0,,142.037097800001,0.16333333333333333,-1,9,142.5534373999999,0.983707700001105,2.5,143.53738619999967,2.499728100001448,146.0371427000009,145.85218690000147,6.7496095999995305,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
18,1,3.0,146.0371740999999,Green,146.0375589000014,0.7489034999998694,1.5,146.78670270000111,1.5002659000001586,0,,148.28704880000078,0.18,-1,9,148.79973650000102,0.9874700000000303,2.0,149.78744670000015,2.0003168000002916,151.78782320000028,151.60218690000147,5.7502855000002455,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
19,1,4.0,151.78786200000104,Blue,151.78825440000037,0.7483551999994233,1.5,152.53685810000025,1.5001676000010775,0,,154.03710880000108,0.19666666666666666,-1,9,154.55983410000044,0.9941780999997718,2.0,155.5542555000011,1.9999392999998236,157.55424930000117,157.35218690000147,5.766016100000343,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
20,1,5.0,157.55428220000067,Green,157.55466979999983,0.7489416000007623,1.5,158.30386250000083,1.5001401999998052,1,0.20015219999913825,159.80408830000124,0.21333333333333332,1,10,160.33849890000056,0.9822468999991543,7.0,161.32099390000076,6.999499499999729,168.3205221999997,168.10218690000147,10.76587389999986,,101,3,2,2025-02-27_20h50.45.868,MID1.0,59.95624393350184,
