.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,Target_Resp.rt,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,8.0,8.366402200073935,Green,8.367243900080211,0.7483973999042064,2.5,9.118105500005186,2.4983994000358507,1,0.24962770007550716,11.616602100082673,0.2633333333333333,1,1,12.152833900065161,0.9801370999775827,6.0,13.133223199984059,5.999555999995209,19.132804900058545,19.09999630006496,10.765582299907692,,105,5,1,2025-07-10_19h30.41.169,MID1.0,60.05111550724976,
1,3,2.0,19.13283500005491,Blue,19.133177599986084,0.7494614000897855,1.5,19.88286740006879,1.500037599937059,0,,21.382967600016855,0.16333333333333333,-1,1,21.920391599996947,0.9789769999915734,2.0,22.899608300067484,2.000076900003478,24.89972470002249,24.84999630006496,5.766568600083701,,105,5,1,2025-07-10_19h30.41.169,MID1.0,60.05111550724976,
2,3,5.0,24.89975380001124,Green,24.90015660005156,0.7494694000342861,2.0,25.64986470004078,2.0003772999625653,0,,27.650335300015286,0.21333333333333332,-1,1,28.178821000037715,0.9877790999598801,2.5,29.166858799988404,2.499891599989496,31.666820500046015,31.59999630006496,6.766685299924575,,105,5,1,2025-07-10_19h30.41.169,MID1.0,60.05111550724976,
3,3,8.0,31.666851700050756,Green,31.667271899990737,0.7490158000728115,1.5,32.416530000045896,1.4998679000418633,1,0.25005270005203784,33.916469200048596,0.2633333333333333,1,2,34.43462509999517,0.9819648000411689,5.0,35.416840900084935,4.999637999921106,40.41650410008151,40.34999630006496,8.749253300018609,,105,5,1,2025-07-10_19h30.41.169,MID1.0,60.05111550724976,
4,3,8.0,40.4165318000596,Green,40.41687030007597,0.7491331999190152,3.0,41.1662340000039,3.00020970008336,1,0.2507748999632895,44.16650559997652,0.2633333333333333,1,3,44.67817319999449,0.9888536999933422,8.5,45.66727079998236,8.499362500035204,54.16665939998347,54.09999630006496,13.749810199951753,,105,5,1,2025-07-10_19h30.41.169,MID1.0,60.05111550724976,
5,2,5.0,54.16668969998136,Blue,54.16704099997878,0.7493145000189543,2.0,54.9165856000036,2.000154700013809,0,,56.91680400003679,0.21333333333333332,-1,3,57.44501620007213,0.9715030000079423,3.5,58.416769100003876,3.499904799973592,61.9167129000416,61.84999630006496,7.749693399993703,,105,5,1,2025-07-10_19h30.41.169,MID1.0,60.05111550724976,
6,2,7.0,61.9167411000235,Blue,61.91708879999351,0.7496360000222921,2.5,62.66696220007725,2.499792099930346,1,0.23394270008429885,65.16680290002842,0.24666666666666667,1,3,65.68306609999854,0.9836453000316396,4.0,66.66695189999882,4.000064100022428,70.66708490008023,70.59999630006496,8.750017100013793,,105,5,1,2025-07-10_19h30.41.169,MID1.0,60.05111550724976,
7,2,7.0,70.6671155000804,Green,70.66753099998459,0.749175600009039,3.0,71.4169522000011,2.9998308999929577,1,0.23395230004098266,74.41685040004086,0.24666666666666667,1,4,74.94676110008731,0.9868027999764308,3.5,75.93383310001809,3.5000130999833345,79.4339062999934,79.34999630006496,8.766396700055338,,105,5,1,2025-07-10_19h30.41.169,MID1.0,60.05111550724976,
8,1,5.0,79.43393840000499,Blue,79.43432590004522,0.7487962000304833,2.5,80.183351600077,2.5003212000010535,0,,82.6837353000883,0.21333333333333332,-1,4,83.21784830000252,0.9824913999764249,4.0,84.20057550002821,3.999756300006993,88.20035810000263,88.09999630006496,8.766053500003181,,105,5,1,2025-07-10_19h30.41.169,MID1.0,60.05111550724976,
9,1,6.0,88.20038719999138,Green,88.20073879999109,0.7491706000873819,1.5,88.9501362000592,1.5005036999937147,0,,90.45072359999176,0.23,-1,4,90.97418060002383,0.9928979000542313,5.0,91.96734880004078,4.999807799933478,96.96718190005049,96.84999630006496,8.766463899984956,,105,5,1,2025-07-10_19h30.41.169,MID1.0,60.05111550724976,
