.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Target_Resp.rt,Total_Task_Duration,participant,session,run,date,expName,frameRate,
0,6,8.0,8.369920899858698,Green,8.371335099916905,0.7481696999166161,2.5,9.119779699947685,2.5006498000584543,0,11.62051219982095,0.2633333333333333,-1,0,12.16009939997457,0.976039299974218,4.0,13.136366799939424,4.000267900060862,17.136684899916872,17.103470099857077,8.765371799934655,,,105,2,1,2025-06-30_19h39.50.730,MID1.0,59.91374812522421,
1,3,14.0,17.136716600041837,Green,17.13708999985829,0.7492246001493186,1.5,17.886544599896297,1.5001424001529813,1,19.386759999906644,0.36333333333333334,1,1,19.910407499875873,0.9765131999738514,2.0,20.887178499950096,1.9997028999496251,22.886907799867913,22.853470099857077,5.749838400166482,0.35052590002305806,,105,2,1,2025-06-30_19h39.50.730,MID1.0,59.91374812522421,
2,3,11.0,22.886935699963942,Blue,22.88733739987947,0.7493923001457006,3.0,23.636969899991527,3.000165999867022,1,26.637224199948832,0.31333333333333335,1,1,27.167751899920404,0.9857008000835776,3.5,28.153687899932265,3.500153200002387,31.65389800001867,31.603470099857077,8.766581199830398,0.29973869980312884,,105,2,1,2025-06-30_19h39.50.730,MID1.0,59.91374812522421,
3,3,11.0,31.653929200023413,Blue,31.654318099841475,0.748731300001964,2.0,32.403273599920794,2.0002087999600917,1,34.403550300048664,0.31333333333333335,1,1,34.90946939983405,0.9942249001469463,7.5,35.90399589994922,7.499753599986434,43.40377689991146,43.35347009985708,11.749479799997061,0.3008118998259306,,105,2,1,2025-06-30_19h39.50.730,MID1.0,59.91374812522421,
4,3,8.0,43.403805600013584,Green,43.404177699936554,0.7491083000786602,2.0,44.15352059993893,2.0001968001015484,1,46.153798799961805,0.2633333333333333,1,2,46.661240299930796,0.9926978999283165,7.5,47.654182199854404,7.499604800017551,55.153813999844715,55.10347009985708,11.749657300068066,0.2501638000831008,,105,2,1,2025-06-30_19h39.50.730,MID1.0,59.91374812522421,
5,3,8.0,55.15384529996663,Blue,55.15420429990627,0.7495621000416577,3.0,55.9040023998823,3.000137499999255,0,58.904238999821246,0.2633333333333333,-1,2,59.43670369987376,0.9838360999710858,3.5,60.420783899957314,3.499776399927214,63.92058759997599,63.85347009985708,8.766403899993747,,,105,2,1,2025-06-30_19h39.50.730,MID1.0,59.91374812522421,
6,3,11.0,63.92061599995941,Blue,63.920968499965966,0.7495750000234693,1.5,64.67078379984014,1.499809600180015,1,66.17067159991711,0.31333333333333335,1,2,66.68716189987026,0.9839312001131475,2.0,67.67133249994367,1.9998580000828952,69.67129609989934,69.60347009985708,5.750348699977621,0.3000743000302464,,105,2,1,2025-06-30_19h39.50.730,MID1.0,59.91374812522421,
7,2,11.0,69.67134170001373,Blue,69.67175560002215,0.7484072998631746,1.5,70.42038200004026,1.50030959979631,1,71.92077399999835,0.31333333333333335,1,2,72.44565899996087,0.9918231999035925,7.0,73.43776170001365,6.999842999968678,80.43763169995509,80.35347009985708,10.76589659997262,0.30029090004973114,,105,2,1,2025-06-30_19h39.50.730,MID1.0,59.91374812522421,
8,2,9.0,80.43766049994156,Blue,80.43803509999998,0.7490150998346508,1.5,81.18733490002342,1.500404799822718,1,82.68782909982838,0.28,1,2,83.20991909992881,0.9943146998994052,3.0,84.20447509991936,2.999812599970028,87.20431549986824,87.10347009985708,6.766301500145346,0.26653559994883835,,105,2,1,2025-06-30_19h39.50.730,MID1.0,59.91374812522421,
9,2,9.0,87.20434459997341,Blue,87.20471749990247,0.7491405999753624,1.5,87.95409419992939,1.5001002000644803,1,89.45426599984057,0.28,1,2,89.96041729999706,0.9939019000157714,3.0,90.95455719996244,2.999733200063929,93.954317699885,93.85347009985708,6.7496211000252515,0.2671503000892699,,105,2,1,2025-06-30_19h39.50.730,MID1.0,59.91374812522421,
