Trialn,TrialType,Partner,Feedback,ITI,ISI
1,2,1,2,3,8.500000e-01
2,6,2,3,3,1.700000e+00
3,4,2,1,4,8.500000e-01
4,5,2,2,4,2.550000e+00
5,1,1,1,4,1.700000e+00
6,5,2,2,1,2.550000e+00
7,1,1,1,1,8.500000e-01
8,6,2,3,4,1.700000e+00
9,5,2,2,3,2.550000e+00
10,2,1,2,1,8.500000e-01
11,3,1,3,4,1.700000e+00
12,4,2,1,3,8.500000e-01
13,3,1,3,2,2.550000e+00
14,4,2,1,3,1.700000e+00
15,6,2,3,4,1.700000e+00
16,1,1,1,2,2.550000e+00
17,3,1,3,2,2.550000e+00
18,2,1,2,3,8.500000e-01
